ID,DESC,PROGRAM_NAME,DONOR_DESC,DONOR_NAME
179251,"Scholarships are awarded based on academic merit and financial need. Students must be from designated counties in Georgia or South Carolina and may attend any four- year, accredited, non-profit U.S. college or university. Renewable scholarships are awarded on two levels: $3000 and $5000.",Watson-Brown Foundation Scholarship,A private non-profit Foundation whose primary mission is to award scholarships to students from specific counties in Georgia and South Carolina. Awards are based on academic merit and financial need.,Watson-Brown Foundation Inc.
179258,"Scholarships for distance education available only to U.S. citizens enrolled in a CHEA-accredited online degree program located in the USA with a minimum cumulative GPA of 3.0. Provide a copy of your most recent grade transcripts, completed application, a copy of your most recent FAFSA or 1040 tax return, and submit a 500-word essay: ""What a College Degree Means to Me.""","$1,000 Excellence in Online Education Scholarship",GetEducated.com is a consumer group that publishes online college rankings along the dimensions that matter most to online students themselves: affordability and credibility.,GetEducated.com
179265,"$1,000 to $5,000 scholarship to students for visiting colleges on CollegeWeekLive. Students must submit an online registration and visit 5 schools on the site. For more information, see web site http://www.collegeweeklive.com/sign-up?refcode=PAR_PETERSONS_SCHOLARSHIP",CollegeWeekLive.com Scholarship,"CollegeWeekLive is the leading channel where students and colleges meet online. More than 1,500,000 students from 192 countries rely on CollegeWeekLive to help navigate college admission. This live channel provides unprecedented access to expert presentations and enables students to have unscripted conversations with hundreds of colleges.",CollegeWeekLive
179299,"Applicants must write an essay that satisfies the question found on the organization web site. The minimum word count is 1,500 words. Focus will be on grammar and ability to present ideas clearly. Include a Works Cited page, with a minimum of three sources. The essay must follow MLA writing guidelines. For more information, visit web site http://www.proof-reading.com/proof-reading_scholarship_program.asp.","Proof Reading, LLC Scholarship Program","Proof-Reading, LLC provides professional document editing and proofreading services. Proof Reading, LLC also proofreads academic documents and essays following APA, Chicago (Turabian), CSE, and MLA writing styles.","Proof Reading, LLC"
179304,"The Vera Yip Memorial Scholarship Award was established to support the financial needs of young adults who are impacted by cancer and seeking higher education. Vera was committed to promoting a love of learning and helped to inspire and empower others to pursue their personal, educational and professional dreams in the face of adversity. This award seeks to honor the applicant who best demonstrates the courage, determination, motivation and dedication that Vera displayed during her lifetime.",Vera Yip Memorial Scholarship,"The Ulman Cancer Fund for Young Adults is committed to helping young adults continue their education after being affected by cancer through their own diagnosis or the diagnosis of a loved one. Many scholarships offered by UCF share similar applicant criteria. Applicants need only submit one application, which will be considered for any and all scholarships for which the student applies and is eligible. Applicants must have been between the ages of 15 and 39 during their own diagnosis/treatment or during the diagnosis/treatment of their parent or sibling.",Ulman Cancer Fund for Young Adults
179307,"Sean Silver was a graduate of Columbia College in Chicago, managing to obtain his degree while in extensive treatment for a rare from of Sarcoma named Chordoma. Sean studies focused on music journalism, combining his passions of music and writing into what he hoped would be a fruitful career as a rock journalist. While undergoing multiple surgeries, radiation and chemotherapy courses, he persevered to obtain his degree from Columbia at the age of 31. Less than a year after graduating from Columbia, Sean lost his battle on May 13, 2007. The Sean Silver Memorial Scholarship Award is available to applicants who are degree seeking United States citizens, age 15-30 at the time of application. Applicants must be currently undergoing active treatment for cancer.",Sean Silver Memorial Scholarship Award,"The Ulman Cancer Fund for Young Adults is committed to helping young adults continue their education after being affected by cancer through their own diagnosis or the diagnosis of a loved one. Many scholarships offered by UCF share similar applicant criteria. Applicants need only submit one application, which will be considered for any and all scholarships for which the student applies and is eligible. Applicants must have been between the ages of 15 and 39 during their own diagnosis/treatment or during the diagnosis/treatment of their parent or sibling.",Ulman Cancer Fund for Young Adults
179318,"Scholarship available for full-time undergraduate study in chemistry, physics, or in chemical, electrical, or mechanical engineering by a female student who is a U.S. citizen, and a current member, daughter, or granddaughter of a current member of Sons of Norway. The annual award will be at least 50 percent of the tuition for one semester and no more than 100 percent of the tuition for one year. Must have attained a SAT score of at least 1800, a math score of 600 or better, or an ACT score of at least 26. Applicant must have completed at least one term of studies in the above fields. The award will be made jointly payable to the student and her institution. The award is renewable two times during undergraduate study.",Nancy Lorraine Jensen Memorial Scholarship,The foundation is a fraternal benefit society with a focus on preserving and promoting Norwegian culture and heritage.,Sons of Norway Foundation
179324,"Three lottery-funded scholarships reward Florida high school graduates for high academic achievement. Program is comprised of the following three awards: Florida Academic Scholars Award, Florida Medallion Scholars Award and Florida Gold Seal Vocational Scholars Award. An eligible student must complete and submit the FAFSA in order to receive program funding. For more details, visit the website at http://www.FloridaStudentFinancialAid.org/SSFAD/home/uamain.htm.",Florida Bright Futures Scholarship Program,"The department's mission is to facilitate higher education access and services by providing exemplary customer attention, comprehensive financial aid information, and convenient and efficient products.",Florida State Department of Education
179325,"Need-based grant program available to Florida residents enrolled in certificate programs of 450 or more clock hours at participating community colleges or career centers operated by district school boards. FSAG-CE is a decentralized state of Florida program, which means that each participating institution determines application procedures, deadlines, student eligibility, and award amounts. For more details, visit the website at http://www.FloridaStudentFinancialAid.org/SSFAD/home/uamain.htm.",Florida Student Assistance Grant-Career Education,"The department's mission is to facilitate higher education access and services by providing exemplary customer attention, comprehensive financial aid information, and convenient and efficient products.",Florida State Department of Education
179336,"Scholarship available to support participation in an archaeological excavation or survey project. Open to junior and senior undergraduates and first-year graduate students who are currently enrolled in a U.S. or Canadian college or university. Applicants cannot have previously participated in an archaeological excavation, and must be at least a junior at time of application. Applicants must be at least 18 years of age.",Jane C. Waldbaum Archaeological Field School Scholarship,"The Archaeological Institute of America (AIA) promotes archaeological inquiry and public understanding of the material record of the human past to foster an appreciation of diverse cultures and our shared humanity. The AIA supports archaeologists, their research and its dissemination, and the ethical practice of archaeology. The AIA educates people of all ages about the significance of archaeological discovery and advocates the preservation of the world's archaeological heritage.",Archaeological Institute of America
179339,"Non-renewable award available to a legally-blind female undergraduate or graduate student studying religious or classical music. Must submit a letter from a post-secondary institution as proof of enrollment in a program in music. For online application and more information, visit web site http://www.afb.org.",Gladys C. Anderson Memorial Scholarship,"Organization dedicated to addressing the most critical issues facing Americans who are blind or visually impaired; independent living, literacy, employment, and technology.",American Foundation for the Blind
179342,"Scholarship for Latinas with permanent residence in San Diego County who are enrolled or about to enroll in a two-year, four-year, or graduate program. Must have a minimum 2.75 GPA and demonstrate financial need. For an application and additional information visit http://www.sdmana.org.",MANA de San Diego Sylvia Chavez Memorial Scholarship,"Part of a nation-wide organization promoting education, community service, and leadership values in the Latina population.",MANA de San Diego
179343,"One $1500 scholarship is awarded to a second-year medical student attending Penn State University College of Medicine in Hershey, Pennsylvania. Applicant must be a Pennsylvania resident for at least 12 months prior to registering as a medical student (not including time spent attending an undergraduate/graduate school).","Scott A. Gunder, MD, DCMS Presidential Scholarship",The Foundation of the Pennsylvania Medical Society provides programs and services for individual physicians and others that improve the well-being of Pennsylvanians and sustain the future of medicine.,Foundation of the Pennsylvania Medical Society (The)
179355,Award available for minority students who are seniors at a Miami-Dade county public school or GED recipient from Miami-Dade area. Must be enrolled or planning to enroll in a college or university and plan to live and work in South Florida. Must have a minimum of 3.0 GPA. Additional information and application on web site http://www.dadecommunityfoundation.org.,Sidney M. Aronovitz Scholarship,"Established in 1967, The Miami Foundation uses civic leadership, community investment and philanthropy to improve the quality of life for everyone who calls Greater Miami home. For 50 years, we have partnered with individuals, families and corporations who have created more than 1,000 personalized, philanthropic Funds. Thanks to them, we have awarded over $250 million in grants and currently manage more than $300 million in assets to build a better Miami.",The Miami Foundation
179358,"Award available for a high school senior who is a Dade county resident. Must have a 3.0 GPA and attach a copy of acceptance letter to two- or four-year college or university. For additional information and application, visit web site http://www.dadecommunityfoundation.org.",Alan R. Epstein Scholarship,"Established in 1967, The Miami Foundation uses civic leadership, community investment and philanthropy to improve the quality of life for everyone who calls Greater Miami home. For 50 years, we have partnered with individuals, families and corporations who have created more than 1,000 personalized, philanthropic Funds. Thanks to them, we have awarded over $250 million in grants and currently manage more than $300 million in assets to build a better Miami.",The Miami Foundation
179362,"Award available to a graduating high school senior who is African American and a Miami-Dade county area resident. Must demonstrate a commitment to social justice and have financial need. For additional information and application, visit web site http://www.dadecommunityfoundation.org.",Rodney Thaxton/Martin E. Segal Scholarship,"Established in 1967, The Miami Foundation uses civic leadership, community investment and philanthropy to improve the quality of life for everyone who calls Greater Miami home. For 50 years, we have partnered with individuals, families and corporations who have created more than 1,000 personalized, philanthropic Funds. Thanks to them, we have awarded over $250 million in grants and currently manage more than $300 million in assets to build a better Miami.",The Miami Foundation
179367,Renewable award available to West Virginia resident who is enrolling or has enrolled in a two-year or four-year college/university in West Virginia. Must demonstrate financial need.,Evans Memorial Scholarship,Community foundation serving the needs of West Virginia residents.,Greater Kanawha Valley Foundation
179377,"Award available to West Virginia students who are current scholarship winners to provide supplemental funds for goods and services necessary for the student to attend college. Must be a resident of Kanawha, Putnam, Boone, Clay, Fayette, or Lincoln counties and submit a written request for additional aid, listing all financial aid that has been awarded and reason for request.",Thalheimer Family Supplemental Scholarship,Community foundation serving the needs of West Virginia residents.,Greater Kanawha Valley Foundation
179401,"Award available to a postdoctoral scholar to support research at the Barbara Bates Center for the Study of the History of Nursing. Research topic must be some aspect of the history of nursing. Application should be emailed to the center and research proposal should be mailed to the center. For email addresses and additional information, visit web site http://www.nursing.upenn.edu/historyfellowships.",Karen Buhler-Wilkerson Faculty Research Fellowship,Encourages and facilitates historical scholarship on healthcare history and/or nursing in the United States.,Barbara Bates Center for the Study of the History of Nursing
179416,"Scholarship of up to $5000 for African American high school seniors or students attending or planning to attend a UNCF member college or university. Minimum GPA of 2.5 required. Officers and directors of the Foundation and of Foot Locker, Inc. and its affiliates and family members of these officers and directors are not eligible to apply.","Foot Locker Foundation, Inc./UNCF Scholarship","Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
179433,"Award to encourage upper-division undergraduate and graduate-level students to pursue a course of study in surveying and photogrammetry leading to a career in the mapping profession. Must be enrolled or intending to enroll in a college or university in the U.S. in the field of surveying or photogrammetry. Application must include listing of all courses taken in the field, internships, special projects, courses taught, technical papers that demonstrate applicant's capabilities in the field, two letters of recommendation, and a short statement detailing contributions to the field and future career plans. For additional information, see web site http://www.asprs.org.",Francis H. Moffitt Memorial Scholarship,"The mission of the society is to advance knowledge and improve understanding of mapping sciences; and to promote the responsible applications of photogrammetry, remote sensing, geographic information systems (GIS), and supporting technologies.","ASPRS, The Imaging and Geospatial Information Society"
179434,"Award to encourage students to pursue education in geospatial science or technology related to photogrammetry, remote sensing, surveying and mapping. Must be enrolled or intending to enroll in a U.S. college or university in geospatial science, surveying and mapping and related fields. Must submit with application a list of all applicable courses taken, a statement of work experience including internships, special projects, technical papers, and courses taught that may support the student's capabilities in this field. For additional information and online application, see web site http://www.asprs.org/membership/scholar.html.",Abraham Anson Memorial Scholarship,"The mission of the society is to advance knowledge and improve understanding of mapping sciences; and to promote the responsible applications of photogrammetry, remote sensing, geographic information systems (GIS), and supporting technologies.","ASPRS, The Imaging and Geospatial Information Society"
179435,"Award to encourage study in geospatial science or technology or land information systems/records. Must be an undergraduate student enrolled or intending to enroll in a U.S. college or university in the designated field. Application must be submitted electronically and must include a list of completed courses in the field, papers, research reports, or other items produced by the applicant that demonstrate capability in the field, and internships, work experience, special projects or courses taught that support potential excellence in the field. Additional information and application on web site http://www.asprs.org/membership/scholar.html.",John O. Behrens Institute for Land Information Memorial Scholarship,"The mission of the society is to advance knowledge and improve understanding of mapping sciences; and to promote the responsible applications of photogrammetry, remote sensing, geographic information systems (GIS), and supporting technologies.","ASPRS, The Imaging and Geospatial Information Society"
179436,"Award to encourage students who display the interest and aptitude to enter the profession of surveying, mapping, geospatial information and technology, and photogrammetry. Student must be enrolled or intending to enroll in a college or university in the U.S. in a program of study to prepare for the profession. Application must be submitted electronically. For additional requirements that must accompany electronic application, visit web site http://www.asprs.org/membership/scholar.html.",Kenneth J. Osborn Memorial Scholarship,"The mission of the society is to advance knowledge and improve understanding of mapping sciences; and to promote the responsible applications of photogrammetry, remote sensing, geographic information systems (GIS), and supporting technologies.","ASPRS, The Imaging and Geospatial Information Society"
179459,"Two, one-year scholarships of $10,000 available to undergraduate students enrolled full time in an ABET-accredited program leading to a bachelor of science or engineering degree. Minimum 3.0 GPA required. See Web site for application and further details, http://www.ashrae.org.",Willis H. Carrier Scholarships,"Committed to the advancement of the arts and sciences of heating, ventilating, air conditioning and refrigerating to serve humanity and promote a sustainable world.","American Society of Heating, Refrigerating, and Air Conditioning Engineers, Inc."
179461,"$5000 award to undergraduate students enrolled full-time in an ABET-accredited program leading to bachelor of science or engineering degree in a course of study that traditionally has been a preparatory curriculum for the HVAC&R profession. Future service to the HVAC&R profession, character and leadership ability are taken into consideration. For application and additional information see Web site, http://www.ashrae.org.",Frank M. Coda Scholarship,"Committed to the advancement of the arts and sciences of heating, ventilating, air conditioning and refrigerating to serve humanity and promote a sustainable world.","American Society of Heating, Refrigerating, and Air Conditioning Engineers, Inc."
179468,"Nominations All papers must adhere to guidelines for scholarly research. Middle/high school papers should be 8 - 15 pages in length. Undergraduate/graduate papers should be 15 - 30 pages in length. Nominations should be submitted by emailing a Microsoft Word copy of the paper to the chair of the selection committee before January 15. Papers submitted to the undergraduate/graduate competition must have been completed during the current or previous academic year. Submissions must include proof of student status during the current or previous academic year; documentation may consist of a copy of a schedule of classes or (unofficial or official) transcript or a letter from a faculty advisor (which should include the faculty advisor's e-mail address, phone number, and mailing address). Students who wish to present their papers at the conference must also submit a proposal for participation by the submission deadline (generally in October). Costs of attending the conference are the winners- responsibility.",Carl A. Ross Student Paper Award,"The association was formed by a group of scholars, teachers, and regional activists who believed that shared community has been and will continue to be important to those writing, researching, and teaching about Appalachia.",Appalachian Studies Association
179469,"Fellowship is designed to provide funding in the amount of $4000 to one recent PhD annually to support research related to the goals of the endowment: promoting scholarship on gender (which includes gender identities and sexualities), race, and/or ethnicity in Appalachia. Must have been a member of ASA for one year prior to applying and must maintain membership in ASA through the course of the fellowship period.",Wilma Dykeman Faces of Appalachia Post-Doctoral Research Fellowship,"The association was formed by a group of scholars, teachers, and regional activists who believed that shared community has been and will continue to be important to those writing, researching, and teaching about Appalachia.",Appalachian Studies Association
179496,"One scholarship for a male or female vocalist will be awarded as a competition prize to be used for any education-related expenses. Must submit 10-minute, high-quality audio tape of pieces selected for competition or those of similar style. Applicant is responsible for travel to and lodging during the competition. One-time award for high school seniors and college freshmen.",GMBS-Ray Eberle Vocal Scholarship,The organization preserves the memory and name of the big-band leader Glenn Miller. Attempts to find and assist potential music leaders of the future.,Glenn Miller Birthplace Society
179497,"One scholarship for a male or female instrumentalist will be awarded as a competition prize to be used for any education-related expenses. Must submit 10-minute, high-quality audio tape of pieces selected for competition or those of similar style. Applicant is responsible for travel to and lodging during the competition. One-time award for high school seniors and college freshmen.",GMBS-Bill Baker/Hans Starreveld Scholarship,The organization preserves the memory and name of the big-band leader Glenn Miller. Attempts to find and assist potential music leaders of the future.,Glenn Miller Birthplace Society
179498,"One scholarship for a male or female instrumentalist will be awarded as a competition prize to be used for any education-related expenses. Must submit 10-minute, high-quality audio tape of pieces selected for competition or those of similar style. Applicant is responsible for travel to and lodging during the competition. One-time award for high school seniors and college freshmen.",GMBS-3rd Place Instrumental Scholarship,The organization preserves the memory and name of the big-band leader Glenn Miller. Attempts to find and assist potential music leaders of the future.,Glenn Miller Birthplace Society
179500,"Need-based program that provides awards to students who are enrolled full time and have an expected family contribution (EFC) of $12,000 or less based on their Free Application for Federal Student Aid (FAFSA). Awards vary depending on EFC and the type of postsecondary school.",Access Missouri Financial Assistance Program,"Customer-focused state agency that carries out the goals and administrative responsibilities for the state system of higher education. Through student financial assistance programs, program development, and quality improvements, the agency strives to coordinate higher education policy that fosters a quality postsecondary system, as well as to increase participation in Missouri's institutions.",Missouri Department of Higher Education
179504,"Scholarships available to graduating high school seniors who plan to enroll in an agricultural-related program of study in a two-year or four-year college or university. Student must be a U.S. citizen. For additional information and an application, see web site http://www.chsfoundation.org.",CHS Foundation High School Scholarships,"The foundation is committed to investing in the future of rural America, agriculture, and cooperative business through education and leadership development.",CHS Foundation
179505,"Non-renewable scholarship available to first-year agricultural students at a two-year college. Must be studying an agricultural-related major; scholarship is intended for the second year of study. Must be a U.S. citizen. For additional information and application, see web site http://www.chsfoundation.org.",CHS Foundation Two-Year College Scholarships,"The foundation is committed to investing in the future of rural America, agriculture, and cooperative business through education and leadership development.",CHS Foundation
179506,"Renewable scholarship available for students in sophomore, junior, or senior year currently studying agriculture at select universities around the nation. Preference given to students interested in a career in or studying agricultural-based cooperatives and working towards a degree in agribusiness or production agriculture. Students apply to the School of Agriculture or Financial Aid Office at one of the participating universities and follow individual procedures and deadlines for that institution. For additional information and a list of participating universities, see web site http://www.chsfoundation.org.",CHS Foundation University Scholarships,"The foundation is committed to investing in the future of rural America, agriculture, and cooperative business through education and leadership development.",CHS Foundation
179515,"Scholarship will be awarded to a Florida resident with library experience who is pursuing an associate degree. Applicants must be members of the Florida Library Association. For further details, visit web site http://www.flalib.org.",Florida Library Association-Associate's Degree Scholarship,The Florida Library Association develops programs and undertakes activities to earn it a leadership position for all areas of librarianship. FLA provides increasing opportunities for librarians and support staff in Florida to advance their skills.,Florida Library Association
179516,"Scholarship will be awarded to a Florida resident with library experience who is pursuing a bachelor's degree. Applicants must be members of Florida Library Association. For further details, visit web site http://www.flalib.org.",Florida Library Association-Bachelor's Degree Scholarship,The Florida Library Association develops programs and undertakes activities to earn it a leadership position for all areas of librarianship. FLA provides increasing opportunities for librarians and support staff in Florida to advance their skills.,Florida Library Association
179581,"Grant for study at an eligible Tennessee postsecondary institution awarded to juniors and seniors in a Tennessee high school who have been admitted to undergraduate study while still pursuing a high school diploma. For more information, visit web site http://www.tn.gov/collegepays.",Tennessee Dual Enrollment Grant,"Designated agency responsible for administering programs to assist Tennessee residents in attending postsecondary institutions. The agency administers grant, scholarship, and loan forgiveness programs.",Tennessee Student Assistance Corporation
179582,"Renewable tuition award available for recipients of the HOPE Scholarship or HOPE Access Grant. Student must have been in Tennessee state custody as a foster child for at least one year after reaching age 14. Award amount varies and shall not exceed the tuition and mandatory fees at an eligible Tennessee public postsecondary institution. For additional information, visit web site http://www.tn.gov/collegepays.",Tennessee HOPE Foster Child Tuition Grant,"Designated agency responsible for administering programs to assist Tennessee residents in attending postsecondary institutions. The agency administers grant, scholarship, and loan forgiveness programs.",Tennessee Student Assistance Corporation
179583,"Renewable award available to tenured Tennessee public school teachers seeking an advanced degree in mathematics or science or a certification to teach math or science. Amount may be up to $2,000 per academic year and not to exceed $10,000 for all years required to complete the program of study. Loan forgiveness requires employment in a Tennessee public school system for two years for each year of funding received. For additional information, visit web site http://www.tn.gov/collegepays.",Tennessee Math and Science Loan Forgiveness Program,"Designated agency responsible for administering programs to assist Tennessee residents in attending postsecondary institutions. The agency administers grant, scholarship, and loan forgiveness programs.",Tennessee Student Assistance Corporation
179608,"Scholarship will be granted to a qualified full-time, Ohio student after the completion of their freshman year. Must be studying hospitality management or travel/tourism with a minimum 2.5 GPA. As part of the scholarship program, the recipient will be invited to various OTA events throughout the year.",Bill Schwartz Memorial Scholarship,"A trade association comprised of members of the travel and tourism industry in Ohio. Provides membership with legislative representation, educational and networking opportunities and a united voice.",Ohio Travel Association
179623,"Award available to Oregon residents who are studying law. May be enrolled in any nonprofit U.S. law school accredited by the ABA and be working towards a degree in law, with preference for those interested in labor/employment law, business ethics, mediation/dispute resolution, and problem solving. Must reapply annually for award renewal.",Harry S. Chandler Scholarship,"The Oregon Student Assistance Commission is a state agency that administers a variety of state, federal, and privately funded student financial aid programs for the benefit of Oregonians attending institutions of post-secondary education.",Oregon Student Assistance Commission
179624,"Award for high school graduates who are residents of Oregon or Alaska and are studying nursing (undergraduate or graduate), dentistry, or medicine. Must be enrolled in a public institution in Oregon, with preference for Oregon Health & Science University, and working toward a 4-year degree or graduate degree. Must reapply annually for award renewal. FAFSA is required.",Clark-Phelps Scholarship,"The Oregon Student Assistance Commission is a state agency that administers a variety of state, federal, and privately funded student financial aid programs for the benefit of Oregonians attending institutions of post-secondary education.",Oregon Student Assistance Commission
179674,"Unlike our traditional college scholarships, the Footwear Design Scholarship is available to any student who is studying design with a focus on footwear. This program was created in 2003 to assist students with a demonstrated interest and skill in pursuing a career in footwear design. Applicants are evaluated by design potential and financial need. Awards of up to $3,000 annually are renewable for up to four years of undergraduate study.",Two Ten Foundation Footwear Design Scholarship,"Charitable organization for the footwear, leather, and allied industries.",Two Ten Footwear Foundation
180608,One awards of $1250 available to full-time undergraduate or graduate students attending a U.S. accredited college or university. Must be at least 18 years old at time of entry and submit a 500 to 1000-word essay on the topic chosen by Claricode (and listed on the web site). All majors/concentrations are welcome to apply. For additional information visit web site http://www.claricode.com/scholarship.,Claricode Medical Software Scholarship Essay,"Claricode provides medical software development to healthcare providers, medical device manufacturers, and medical software companies.",Claricode
180609,Scholarship program that benefits students whose lives are impacted by multiple sclerosis.,Elaine Chapin Memorial Scholarship Fund,"The Elaine Chapin Memorial Scholarship will provide funds to support the post-secondary education of students impacted by multiple sclerosis, either directly or as a family member.",Elaine Chapin Memorial Scholarship Fund
180612,The Ruth Finamore Scholarship Fund is available to all levels of Florida nursing students.,Ruth Finamore Scholarship Fund,FNF promotes optimal health care for Florida citizens through prudent stewardship of entrusted funds and through creative philanthropy focused on outcomes that advance the profession of nursing through support for nursing education and research.,Florida Nurses Association
180613,This fund is established to honor Agnes Naughton who was a lifelong FNA member and the mother of FNA Executive Director Paula Massey. She valued education and this scholarship will assist a RN who is continuing his or her education.,Agnes Naughton RN-BSN Fund,FNF promotes optimal health care for Florida citizens through prudent stewardship of entrusted funds and through creative philanthropy focused on outcomes that advance the profession of nursing through support for nursing education and research.,Florida Nurses Association
180614,The Undine Sams and Friends Scholarship Fund is available statewide to all levels of Nursing students.,Undine Sams and Friends Scholarship Fund,FNF promotes optimal health care for Florida citizens through prudent stewardship of entrusted funds and through creative philanthropy focused on outcomes that advance the profession of nursing through support for nursing education and research.,Florida Nurses Association
180615,Need criteria for the Mary York Scholarship Fund is not restricted at this time.,Mary York Scholarship Fund,FNF promotes optimal health care for Florida citizens through prudent stewardship of entrusted funds and through creative philanthropy focused on outcomes that advance the profession of nursing through support for nursing education and research.,Florida Nurses Association
180626,"Two $1,000 scholarships will be awarded to students from community colleges, junior colleges, city colleges, or similar two-year educational institutions who will be transferring as geography majors to four year colleges and universities.",Darrel Hess Community College Geography Scholarships,"The association conducts educational and research projects that advance geographic understanding, geographic literacy, and geographic learning.",American Association of Geographers
180640,Renewable scholarship for licensed RNs seeking baccalaureate or graduate nursing degrees in Rhode Island. Must demonstrate financial need.,Edward J. and Virginia M. Routhier Nursing Scholarship,"Foundation pursues its mission of connecting private philanthropy to the public guided by certain principles or core values. The principles that are followed serve both as a context and compass for all foundation objectives, initiatives, programs and services.",Rhode Island Foundation
180641,"Two awards for full-time students who are juniors or seniors in college and residents of Arizona, California, Illinois, or Nevada and of Italian descent. Must also be Roman Catholic.",Mario Cugia Italian Studies Scholarship Program,"A fraternal, charitable, religious organization in California, Nevada, Illinois and Arizona that supports local Catholic parishes and encourages Italian heritage.",Italian Catholic Federation
180648,"Awards to students who are nursing or theology majors and residents of Crook, Deschutes, or Jefferson County (first preference) or residents of Grant, Harney, Klamath, or Lake County (second preference). High school seniors must have a minimum GPA of 2.5, college students must have a minimum GPA of 2.0. Must reapply annually for renewal. U.S. Bank employees, their children, and near relatives are not eligible. FAFSA is required.",Franks Foundation Scholarship,"The Oregon Student Assistance Commission is a state agency that administers a variety of state, federal, and privately funded student financial aid programs for the benefit of Oregonians attending institutions of post-secondary education.",Oregon Student Assistance Commission
181396,"This scholarship is awarded to students who are pursuing a career in one of the following golf-related professions: golf course architecture, golf course superintendent/turfgrass manager, sports journalism, or professional golf management. Also, any college student who is an outstanding amateur golfer is eligible. Awards based on academic record, extracurricular activities including volunteer service, work experience, and golf-related interests and accomplishments. Award may be used for any educational expenses.",The Walter J. Travis Memorial Scholarship,"The Walter J. Travis Society is a 501 (c)(3) organization whose mission is to increase the knowledge and appreciation of the contributions of Walter J. Travis, one of the great pioneers of the game of golf. We do golf history research, publish newsletters, collect Travis memorabilia, and serve as an information resource about Walter J Travis, to golf historians and others.",The Walter J. Travis Society
181398,"To enter, students submit an essay based on the year's topic. All high school juniors and seniors are eligible, and they must have an essay adviser (a teacher or church staff member) to verify that the student's work is his or her own. http://www.BJConline.org/contest.",Religious Liberty Essay Scholarship Contest,"The Baptist Joint Committee for Religious Liberty is an education and advocacy organization in Washington, D.C., devoted to religious liberty for all and the institutional separation of church and state.",Baptist Joint Committee for Religious Liberty
181418,"Submit an original creation that communicates: This is how I want to Frame My Future. Some examples of creative entry pieces are: photos, collages, drawings, poem, painting, graphic design piece, short typed essay, or anything you can create in an image.",Frame My Future Scholarship Contest,"Church Hill Classics designs diploma frames for universities, colleges, organizations and military branches.",Church Hill Classics
181421,"The Young Entrepreneur Awards program was designed to identify and reward students who have demonstrated entrepreneurial spirit and initiative by running their own entrepreneurial venture. Since 2003, YEF has awarded over 2,500 scholarships worth more than $2.5 million to graduating high school seniors. We award students who have demonstrated entrepreneurial talent by owning and/or operating their own business. Young Entrepreneur Awards range from $2,000 to $25,000 and enable students to further their studies in a two-year or four-year institution of higher learning while encouraging them to consider joining the ranks of America's independent business owners. For more information visit www.nfib.com/yea.",Young Entrepreneur Awards,The National Federation of Independent Business- Young Entrepreneur Foundation builds the next generation of small business owners and entrepreneurs. We educate young people about the critical role of small business in the American free-enterprise system and help students interested in small business and entrepreneurship to further their education.,NFIB Young Entrepreneur Foundation
181423,"The Foreclosure.com Scholarship Program encourages students to offer innovative ideas and solutions to 'solve the foreclosure crisis' in the form of an essay. Essay submissions must be between 1,000 and 2,500 words and all accepted freshman and enrolled under-graduate and graduate-students are eligible to apply. First place prize is $5,000 and second through fifth place will be awarded $1,000 each. Checks will be made out to the college or university attended in the form of a non-renewable scholarship grant.",Foreclosure.com Scholarship Program,"We deliver the latest, most complete residential foreclosure property listings in an easy, accessible format to our customers and business partners. No other Web site or source comes close to providing the same high level of timely and detailed information than Foreclosure.com.",Foreclosure.com
181445,Must be a resident of Delaware to apply.,Margaret A. Stafford Nursing Scholarship,"As a facilitator, information resource and manager of charitable funds, the Delaware Community Foundation helps communities and philanthropists focus charitable resources for the greatest community benefit statewide. Our mission it to build a shared vision for Delaware, grounded in knowledge, inspired by the common good and advanced through philanthropy.",Delaware Community Foundation
181500,"The Minority Teacher Education Scholarship (MTES) is offered to more than 35 institutions throughout the state of Florida. All of these institutions have State-Approved Educator Preparation Programs. Only institutions with state approved programs can participate with the Florida Fund for Minority Teachers, Inc. For a complete list of state approved programs, please visit the Florida Department of Education website.",Minority Teacher Education Scholarship Program,"For over 20 years, the Florida Fund for Minority Teachers, Inc. has answered the call and continues to provide the great state of Florida with High Quality, Highly Qualified minority teachers. FFMT is governed by a Governor appointed Board of Directors from institutions of higher education and various industries throughout the state.","Florida Fund for Minority Teachers, Inc."
181512,"Three scholarships (one $10,000; two $5,000) will be awarded to graduating U.S. high school students who promoted vegetarianism (includes veganism) in their schools and/or communities. Vegetarians do not eat meat, fish, or fowl. Applicants will be judged on a strong commitment to promoting a peaceful world through a vegetarian diet/lifestyle.",The Vegetarian Resource Group Scholarship,"The Vegetarian Resource Group (VRG) is a nonprofit organization dedicated to educating the public on veganism and the interrelated issues of health, nutrition, ecology, ethics, and world hunger. In addition to publishing Vegetarian Journal, VRG produces and sells cookbooks, other books, pamphlets, and article reprints.",The Vegetarian Resource Group
181513,Two $1000 awards are available.,eCampusTours Scholarship Drawing,"Edsouth Services is a nonprofit, public benefit corporation organized for the purpose of acquiring postsecondary education loans under Title IV of the Federal Higher Education Act of 1965.",Edsouth Services
