ID,DESC,PROGRAM_NAME,DONOR_DESC,DONOR_NAME
173075,Two annual scholarships of $1000 for high school graduates in the Channel 6 viewing area of Nebraska. Must be pursuing a full-time career in broadcasting and have a minimum GPA of 3.0.,WOWT-TV Broadcasting Scholarship Program,The organization is a broadcasting company dealing with TV broadcast journalism and TV broadcast production.,"WOWT-TV Omaha, Nebraska"
173076,"Scholarship available to a student who has graduated from a north-central Montana high school (Cascade, Meagher, Judith Basin, Fergus, Choteau, Teton, Pondera, Glacier, Toole, Liberty, Hill, Blaine, Phillips, and Valley counties) and is enrolled as at least a second year student in radio-TV at any public or private Montana college or university.",Great Falls Broadcasters Association Scholarship,"Organization promotes the values of local, free over-the-air broadcasting to the business community, governmental bodies and the general public in Montana. Supports the Montana broadcasting industry by providing services, information, continuing education, recruitment and a strong unified voice and also encourages membership participation at all levels.",Montana Broadcasters Association
173077,"Undergraduates (including seniors) writing bylined general interest, editorial or specialized (humor, sports, business, arts, culture, etc.) columns appearing in print or online editions of college publications.",Dear Abby College Columnist Scholarship Contest,The National Society of Newspaper Columnists Education Foundation is a tax-exempt charitable organization [501(c)3] devoted to the education and training of new and experienced columnists everywhere. The foundation was incorporated in 2003 in the state of Texas.,National Society of Newspaper Columnists Education Foundation
173083,"Scholarship for a dependent of a Washington Hospital Employee. Must be a graduating senior, community college student, transferring community college student, or a student attending a four-year institution.",Washington Hospital Employee Association Scholarship,"Organization mission is to meet the healthcare needs of the District residents through medical services, education and research.",Washington Hospital Healthcare System
173085,"Scholarship for Nevada residents. Student must graduate from a public or private high school within Nevada with a minimum GPA of 3.25. Must complete core curriculum. Maximum award is $10,000. Student must acknowledge award and use it within 6 years of high school graduation.",Governor Guinn Millennium Scholarship,The state treasurer administers Millennium Scholarship Program along with other programs.,Nevada Office of the State Treasurer
173086,"One scholarship of $500, to be awarded annually. To be offered to a university student studying towards a degree in any Canadian university.",Canada Iceland Foundation Scholarship Program,A charitable body created by a group of community leaders and organizations in the Icelandic Canadian community to fulfill the need for a funded charity to support the nonprofit cultural and scholarship activities of the community.,Canada Iceland Foundation Inc. Scholarships
173088,"Scholarship for deserving young adults to achieve the goal of becoming teachers. Must have a 2.0 GPA or higher, participate in JROTC or a team sport, and a desire to major in education.",Sarah Elizabeth Klenke Memorial Teaching Scholarship,"The scholarship was setup in memory of Sarah Elizabeth Klenke, a young student, who was killed in a car accident. The scholarship is intended to help deserving young adults achieve the goal of becoming teachers.",Sarah Klenke Memorial Teaching Scholarship
173089,"This scholarship was established to help students further their undergraduate or graduate studies in motion pictures and television, with an emphasis on technology. Open To Currently Enrolled, Full-Time Undergraduate Student Members;, Extra Credit May Be Awarded For Volunteer Work/Leadership.",Louis F. Wolf Jr. Memorial Scholarship,"SMPTE was founded in 1916 to advance theory and development in the motion imaging field. Today, SMPTE publishes ANSI-approved Standards, Recommended Practices, and Engineering Guidelines, along with the highly regarded SMPTE Journal and its peer-reviewed technical papers. SMPTE holds conferences and local Section meetings to bring people and ideas together, allowing for useful interaction and information exchange.",Society of Motion Picture and Television Engineers
173090,"Contest for best paper by a current Student Member of SMPTE. Paper must deal with some technical phase of motion pictures, television, photographic instrumentation, or their closely allied arts and sciences. For more information see web site http://www.smpte.org.",Student Paper Award,"SMPTE was founded in 1916 to advance theory and development in the motion imaging field. Today, SMPTE publishes ANSI-approved Standards, Recommended Practices, and Engineering Guidelines, along with the highly regarded SMPTE Journal and its peer-reviewed technical papers. SMPTE holds conferences and local Section meetings to bring people and ideas together, allowing for useful interaction and information exchange.",Society of Motion Picture and Television Engineers
173093,Scholarship awards are presented to accounting students who have completed their junior year; accounting majors who plan to sit for the CPA exam; students who have the interest and capabilities of becoming a successful accountant and who are considering an accounting career in Nebraska are to be considered. Recipients need not necessarily have the highest scholastic average. Amounts vary every year. Scholarship criteria and applications are available through the qualifying college or university's Accounting Department's Chair.,Nebraska Society of CPAs General Accounting Scholarship,The purpose of the organization is to support excellence in the Certified Public Accounting profession through financial assistance to accounting programs of Nebraska colleges and universities and to individuals interested in the profession through scholarship programs.,Nebraska Society of Certified Public Accountants
173099,"The scholarship will be awarded to five graduating high school seniors from New York City schools and in the amount of $2000 per year; totaling $8000 after the completion of four years in college. As a scholarship recipient, students must maintain a 2.80 GPA and complete a four-year summer internship at Turner Construction that begins immediately following their first full year of college.",YouthForce 2020 Scholarship Program,Turner provides building services to institutions who recognize the value of a partner who works diligently and creatively to find the best possible solution for each particular project.,Turner Construction Company
173100,Essay contest for college students with disabilities who are enrolled as full-time students in a two- or four-year accredited college or university. Length of the essay must not exceed 1000 words. We offer two scholarships per school year.,disABLEDperson Inc. National College Scholarship Award for College Students with Disabilities,A 501(c)(3) 509(a)(1) nonprofit Christian charity whose mission is to help reduce the near 70 percent unemployment rate amongst individuals and veterans with disabilities. We accomplish this through our nationally based job boards www.disABLEDperson.com and Job Opportunities for Disabled American Veterans or www.JOFDAV.com as well as our Microsoft Imagine Academy Program.,disABLEDperson Inc. College Scholarship
173102,"Annual scholarship for graduates and undergraduates majoring in accounting, who are legal residents of Rhode Island and U.S. citizens. Must have interest in a career in public accounting, and submit one-page memo outlining that interest. Minimum GPA of 3.0 required. For more information, see web site http://www.riscpa.org.",Rhode Island Society of Certified Public Accountants Scholarship,The association provides leadership and resources which promote to society the high standards of integrity and honor of the CPA profession and contributes to the success of its members.,Rhode Island Society of Certified Public Accountants
173104,"Nominees must be full-time high school seniors, must demonstrate a strong commitment to community service and display leadership abilities. Minimum 2.8 GPA required. Must be nominated by their high school principal. Employees of Comcast, its subsidiaries and affiliates, and their families, are not eligible. E-mail for nomination form: comcast@spaprog.com.",Comcast Leaders and Achievers Scholarship,"The organization provides financial support to the organizations that make communities stronger. Also established the Comcast Leaders and Achievers Scholarship Program for outstanding youth in communities, recognizing them for their achievements by helping them pay for a college education, thereby enabling them to reach their full potential.",Comcast Leaders and Achievers Scholarship Program
173110,"Scholarships for high school seniors in Kentucky, whose parents or guardians are Shelby Energy members. Award based on financial need, academic excellence, community and school involvement, and essay.",Shelby Energy Cooperative Scholarships,The organization provides reliable and competitively priced quality energy services to members and customers that will result in community development with lasting value.,Shelby Energy Cooperative
173111,Awards for high school graduates who have preferably worked in or had one year of apprenticeship in the funeral home business.,National Funeral Directors and Morticians Association Scholarship,"A membership association of professional funeral directors and morticians and embalmers, whose members and members-at-large are also members of state associations of funeral directors, morticians and embalmers dedicated to promoting the common professional and business interests of its members.",National Funeral Directors and Morticians Association
173118,"Scholarships for students in North America who are of South Asian descent (includes Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan and Sri Lanka, Indo-Caribbean) or those with a demonstrated interest in South Asia or South Asian issues. Must be interested in pursuing journalism. Applicant must be a high school senior, undergraduate student or graduate-level student.",SAJA Journalism Scholarship,The association is a nonprofit organization that provides a networking and resource forum for journalists of South Asian origin and journalists interested in South Asia or the South Asian Diaspora.,South Asian Journalists Association (SAJA)
173125,"Grant of up to $4000 to high school graduate or students holding the GED. Applicants must have been accepted at a trade school, art school, two-year or four-year college or university for undergraduate or graduate studies.",Alfred G. and Elma M. Milotte Scholarship,Organization offers funds to high school graduates profoundly fascinated by nature. A careful observer of nature and have successfully expressed the observations in an artistic way that engages the everyday person.,Alfred G. and Elma M. Milotte Scholarship Fund
173127,"Scholarships are awarded annually to a male and a female high school senior planning to attend a university or a college as first-time, first-year students. Must be a Houston Area resident.",Azteca Scholarship,"Private nonprofit, tax exempt organization with a primary constituency of Hispanics. Established a social service center; promotes cultural enrichment; and engages in economic development activities.",Houston Community Services
173128,"Scholarship to financially assist the full-time undergraduate studies of dependent children of Air Force, Air Force Reserve Command and Air National Guard enlisted members in active duty, retired or veteran status. Must be under age twenty-three and participate in the Airmen Memorial Foundation Scholarship Program. Must have minimum combined score of 1650 on SAT or 24 on ACT, and a minimum GPA of 3.5.",Chief Master Sergeants of the Air Force Scholarship Program,"These organizations have joined together to provide scholarships for dependent children of Air Force, Air Force Reserve Command and Air National Guard enlisted members in active duty, retired or veteran status.",Airmen Memorial Foundation/Air Force Sergeants Association
173129,Scholarships are for students demonstrating exceptional academic achievements. Applicants must have completed a minimum of one year in a degree-granting institution and will be continuing their program in that institution. Students must have a GPA of 3.0 or higher and show evidence of leadership by participating in community or campus activities.,"AKA Educational Advancement Foundation, Inc. Merit Scholarship","The Alpha Kappa Alpha Educational Advancement Foundation, Inc. (EAF) provides funds to advance education in fulfillment of its mission.",Alpha Kappa Alpha
173130,Financial needs scholarships are for students who have completed a minimum of one year in a degree-granting institution and have a financial burden that is preventing them from continuing their studies. Students must have a minimum GPA of 2.5 and show evidence of leadership by participating in community or campus activities.,"AKA Educational Advancement Foundation, Inc. Financial Needs Scholarship","The Alpha Kappa Alpha Educational Advancement Foundation, Inc. (EAF) provides funds to advance education in fulfillment of its mission.",Alpha Kappa Alpha
173131,"Youth-PAC awards are for undergraduate members of Alpha Kappa Alpha Sorority, Inc. with at least a sophomore status. Members must have a minimum GPA of 3.0 and participate in leadership, volunteer, civic, or campus activities, as well as demonstrate academic achievements or have a financial need.","AKA Educational Advancement Foundation, Inc. Youth Partners Accessing Capital Scholarship","The Alpha Kappa Alpha Educational Advancement Foundation, Inc. (EAF) provides funds to advance education in fulfillment of its mission.",Alpha Kappa Alpha
173132,"Scholarship for full-time undergraduate studies of dependent children of Air Force, Air Force Reserve Command and Air National Guard members in active duty, retired or veteran status. Must be under age of 23, have minimum combined score of 1650 on SAT or 24 on ACT, and a minimum GPA of 3.5.",Airmen Memorial Foundation Scholarship,"These organizations have joined together to provide scholarships for dependent children of Air Force, Air Force Reserve Command and Air National Guard enlisted members in active duty, retired or veteran status.",Airmen Memorial Foundation/Air Force Sergeants Association
173133,"Scholarship for college juniors, seniors and graduate students enrolled in a journalism related degree program. Applicant must be committed to a career in newspaper journalism. For more details, see web site http://www2.indystar.com/pjf/.",Pulliam Journalism Fellowship,"Organization provides fellowship to college juniors, seniors and graduate students enrolled in a related degree program.",Pulliam Journalism Fellowship
173135,Scholarship for an outstanding Maine or New Hampshire 4-H member for postsecondary study. Awarded to a Maine student in odd numbered years and a New Hampshire student in even numbered years.,Wayne S. Rich Scholarship,"Foundation offers grant funding for 4-H club programs, group travel, and 4-H projects.",Pine Tree State 4-H Club Foundation/4-H Postsecondary Scholarship
173136,One-time scholarship of $1000 is available to a graduating high school senior. Applicants must be residents of Maine.,Parker-Lovejoy Scholarship,"Foundation offers grant funding for 4-H club programs, group travel, and 4-H projects.",Pine Tree State 4-H Club Foundation/4-H Postsecondary Scholarship
173137,Recognizes excellence in clinical neurology among graduating medical students. A Certificate of Recognition and a check for $200 will be presented on behalf of the AAN during the graduation or awards ceremony at each institution. Preference given to students choosing neurology as a career.,American Academy of Neurology Medical Student Prize for Excellence in Neurology,"The AAN is a neurological professional association. It provides the best possible care for patients with neurological disorders, and paves way for excellence in professional education by offering a variety of programs.",American Academy of Neurology
173143,Available to high school seniors graduating between January 1 and June 30 of the current academic year from high schools in California with a PTA/PTSA unit in good standing. Must be a California resident. Must have volunteered in the school and community volunteer service.,Graduating High School Senior Scholarship,"Organization promotes educational services through scholarship and grants. Also represents its members to empower and support them with skills in advocacy, leadership, and communication to positively impact the lives of all children and families.",California State Parent-Teacher Association
173144,"Available annually from the California State PTA for continuing education use at Board of Registered Nurses approved institutions. Granted to licensed registered nurses who have been employed as school nurses in the public schools in California during the preceding academic year, who have a minimum of three years nursing experience in the public schools, who have a nursing contract for the current year and who plan to continue as public school nurses. Must be a member of a PTA/PTSA unit.",Continuing Education for School Nurses Scholarship,"Organization promotes educational services through scholarship and grants. Also represents its members to empower and support them with skills in advocacy, leadership, and communication to positively impact the lives of all children and families.",California State Parent-Teacher Association
173145,One-time award to recent high school graduates who are first-time freshmen and are dependents or grandchildren of members or employees of Northwest Automatic Vending Association. Oregon residency not required. For use at public or nonprofit universities only.,Northwest Automatic Vending Association Scholarship,"The Oregon Student Assistance Commission is a state agency that administers a variety of state, federal, and privately funded student financial aid programs for the benefit of Oregonians attending institutions of post-secondary education.",Oregon Student Assistance Commission
173146,"Scholarships are awarded to teachers and counselors who were employed full-time in the public schools in California during the preceding academic year, who have a minimum of three years teaching/counseling experience in public schools, who have a full-time teaching/counseling contract for the current year and who plan to continue as a teacher/counselor. Must be a member of a PTA/PTSA unit and teach or have a counseling position at that PTA/PTSA school.",Continuing Education-Credential Teachers and Counselors Scholarship,"Organization promotes educational services through scholarship and grants. Also represents its members to empower and support them with skills in advocacy, leadership, and communication to positively impact the lives of all children and families.",California State Parent-Teacher Association
173147,"Scholarships are available annually from the California State PTA to be used for continuing education at accredited colleges, universities, trade or technical schools. These scholarships recognize volunteer service in PTA and enable PTA volunteers to continue their education.",Continuing Education-PTA Volunteers Scholarship,"Organization promotes educational services through scholarship and grants. Also represents its members to empower and support them with skills in advocacy, leadership, and communication to positively impact the lives of all children and families.",California State Parent-Teacher Association
173148,"Scholarships for IMA undergraduate or graduate student members studying at accredited institutions in the U.S. and Puerto Rico. Must be pursuing a career in management accounting, financial management, or information technology, and have a minimum GPA of 3.0. Awards based on academic merit, IMA participation, strength of recommendations, and quality of written statements.",Institute of Management Accountants Memorial Education Fund Scholarships,"Organization provides a dynamic forum for management accounting and finance professionals to develop and advance their careers through certification, research and practice development, education, networking, and the advocacy of the highest ethical and professional practices.",Institute of Management Accountants
173149,"Scholarships for IMA undergraduate or graduate student members studying at accredited institutions in the U.S. and Puerto Rico and carrying 12 credits per semester. Must be pursuing a career in management accounting, financial management, or information technology, and have a minimum GPA of 3.0. Awards based on academic merit, IMA participation, strength of recommendations, and quality of written statements.",Stuart Cameron and Margaret McLeod Memorial Scholarship,"Organization provides a dynamic forum for management accounting and finance professionals to develop and advance their careers through certification, research and practice development, education, networking, and the advocacy of the highest ethical and professional practices.",Institute of Management Accountants
173151,Scholarship opportunities for members of the 1st Cavalry Division Association and their children.,1st Cavalry Division Association Scholarship Foundation,"Veterans Alumni group who supports Active Duty Troopers and their Families, children of KIA Troopers, and children of our 100% disabled Troopers with scholarship opportunities.",1st Cavalry Division Association
173153,Scholarship to provide assistance to students pursuing careers in the aviation field. Those enrolled in an accredited Aviation program may be eligible.,ADMA Scholarship,An organization that strives to further the development of the aviation marketplace through the services and products produced and distributed by members through awareness of the advantages of the aviation marketplace and the resulting benefits to the customer.,Aviation Distributors and Manufacturers Association International
173155,"Scholarships for undergraduate or graduate students enrolled in an accredited institution. Awards are based on candidate's history of service to the fraternity, scholastic achievement, and need. See web site for application and additional information http://www.tdx.org/scholarship/scholarship.html.",Theta Delta Chi Educational Foundation Inc. Scholarship,The foundation offers scholarships for both undergraduate and graduate study at recognized institutions of higher learning.,Theta Delta Chi Educational Foundation Inc.
173156,"Available to a student member with a current, or most recent, GPA of at least 3.25 who can demonstrate financial need and acceptance or enrollment in an American Art Therapy Association approved graduate art therapy program. Students receiving this award are strongly encouraged to attend the conference. Scholarship Award Amount: Up to $900.00.",American Art Therapy Association Anniversary Scholarship Fund,"The American Art Therapy Association (AATA) is a 501(c)(3) not-for-profit, non-partisan, professional, and educational organization dedicated to the growth and development of the art therapy profession. Founded in 1969, the American Art Therapy Association is one of the world’s leading art therapy membership organizations. The mission of the American Art Therapy Association is to advocate for expansion of access to professional art therapists and lead the nation in the advancement of art therapy as a regulated mental health and human services profession.",American Art Therapy Association
173158,"Available to a student member with a current, or most recent, GPA of at least 3.00 who can demonstrate financial need and acceptance or enrollment in an American Art Therapy Association approved art therapy program. Students applying for this award are strongly encouraged to attend the conference. Scholarship Award: Up to $900.00.",Myra Levick Scholarship Fund,"The American Art Therapy Association (AATA) is a 501(c)(3) not-for-profit, non-partisan, professional, and educational organization dedicated to the growth and development of the art therapy profession. Founded in 1969, the American Art Therapy Association is one of the world’s leading art therapy membership organizations. The mission of the American Art Therapy Association is to advocate for expansion of access to professional art therapists and lead the nation in the advancement of art therapy as a regulated mental health and human services profession.",American Art Therapy Association
173160,Two $1000 scholarships available to Alabama residents. Applicant must have been accepted by an accredited mortuary science school and be sponsored by a member of the AFDA. Must maintain a minimum 2.5 GPA. Deadline: no later than 30 days prior to the AFDA mid winter meeting and annual convention.,Alabama Funeral Directors Association Scholarship,"Association provides advocacy, education, information, products, programs and services to help members enhance the quality of service to families.",Alabama Funeral Directors Association Inc.
173169,Scholarship for undergraduates under 30 years of age and graduate students under 40 years of age at the time of application. Applicants must have a minimum GPA of 3.0. High school seniors are not eligible. All applicants must either be enrolled in college or have completed at least one year of college at the time of issuing the application. Must be citizens or permanent residents of the United States. Deadline varies.,Leopold Schepp Scholarship,The Foundation grants individual awards each year to both full time undergraduate students enrolled in four year bachelor programs and to full time graduate students.,Leopold Schepp Foundation
173174,"Western Fraternal Life Association is pleased to announce 25 national scholarships for its eligible members. The 25 national scholarships include the following: 1. one four-year academic scholarship, $1,000 per year for a total of $4,000; 2. two $1,000 scholarships to either community college or vocational/trade school; 3. one $1,000 community involvement scholarship; 4. one $1,000 non-traditional student scholarship. Traditional and non-traditional students are eligible. Must be a Western Fraternal Life Association member in good standing for two years prior to the application deadline. A member is an individual who has life insurance or an annuity with Western. High school seniors may apply. Members who are qualified for the National Scholarship may also qualify for state and local lodge scholarships. You are eligible to win this scholarship four times.",Western Fraternal Life National Scholarship,"A fraternal life insurance and annuity company offering many types of life insurance and annuities, as well as other financial products.",Western Fraternal Life Association
173177,"Grants to enable graduate students intending to do doctoral dissertation research in Sri Lanka to make a pre-dissertation visit to Sri Lanka to investigate the feasibility of their topic, to sharpen their research design, or to make other practical arrangements for future research. Projects in all fields of the social sciences and humanities are eligible. Applicants must be enrolled in a graduate program in a U.S. university.",American Institute for Sri Lankan Studies Dissertation Planning Grants,The institute promotes American research on Sri Lanka and links between U.S.-based and Sri Lankan scholars.,American Institute for Sri Lankan Studies
173178,"Applicants must be accepted to a degree-granting junior college or four-year college or university or already enrolled in such a facility. Awards shall be made annually, and the total amount of the scholarship money to be awarded each year to each recipient shall not exceed $1000. Applicants must be sponsored by a local MOS&B Chapter or MOS&B State Society. Applicants must be able to prove they are a descendant of a commissioned officer or civil servant of the Confederate States of America. Preference is given to relatives of currently active MOS&B members. All application information is found on the MOS&B web site.",Military Order of the Stars and Bars Scholarships,"Originally founded by former commissioned officers of the Confederate States of America, today's MOS&B is a educational, historical, genealogical, patriotic and charitable tax-exempt organization.",Military Order of the Stars and Bars
173179,Scholarship for a first or second year student at a two-year technical/trade school in good standing at the time of selection. The student must be in a discipline related to potential use in the coal mining industry. Must be U.S. citizen and a legal resident of one of the Rocky Mountain Coal Mining Institute member states.,Rocky Mountain Coal Mining Institute Technical Scholarship,A nonprofit corporation whose mission is to promote the use of Western coal through education.,Rocky Mountain Coal Mining Institute
173180,"Fellowship of CAN$5000 open to female Canadian citizens or permanent residents in Canada. Award is for post-graduate studies in the visual arts/fine arts, such as painting or sculpture; or in music. The award is tenable in Canada or abroad. Application fee is CAN$60.",CFUW Elizabeth and Rachel Massey Award,"A voluntary, non- partisan, non-profit, self-funded bilingual organization of close to 10,000 women university graduates, founded in 1919. CFUW members are active in public affairs, working to raise the social, economic and legal status of women and girls.",Canadian Federation of University Women
173185,"The Swiss Benevolent Society helps qualified applicants obtain a higher education in any field of endeavor at any accredited university or college in the United States. The scholarships are limited to students who are residents of Northern California. Students may apply every year while enrolled. Applicants must be of Swiss descent by demonstrating that applicant or at least one parent is a Swiss national; must be registered with the Swiss Consulate General of San Francisco (or carry a valid Swiss passport); must have resided in Northern California for a minimum of three years preceding the date of initial application; must have applied for admission to any accredited institution of higher learning in the United States offering a Baccalaureate or graduate degree. (In exceptional cases, students attending a community college or an accredited vocational school in California may be considered); and must be a full time student, 12 undergraduate or 9 graduate units per term. Additional requirements regarding scholastic merit and financial need, as well as the application form and guidelines, are available on the SBSSF website. Only complete applications, including all supporting documents, postmarked no later than April 30th, can be considered.",Swiss Benevolent Society of San Francisco Scholarships,"The primary mission of the Society is the support of needy elderly, sick and lonely individuals and families of Swiss descent in Northern California. The Society also supports sons and daughters of Swiss immigrants and descendants in pursuing a higher education through the award of scholarships.",Swiss Benevolent Society
173186,Scholarship to encourage individuals who have demonstrated academic excellence and financial need to pursue a career in public accounting in Massachusetts.,MSCPA Firm Scholarship,The society is the state's professional organization for certified public accountants and accounting professionals and a leader among accounting and other professional associations.,Educational Foundation of the Massachusetts Society of Certified Public Accountants
173188,The program provides educational assistance to members of National Guard and reserve components. Selected Reserve and Individual Ready Reserve (IRR) who are called or ordered to active duty service in response to a war or national emergency as declared by the president or Congress are eligible. For further information see web site http://www.GIBILL.va.gov.,Reserve Education Assistance Program,"Federal agency charged with administering benefits for veterans and eligible dependents. Provides excellence in patient care, veterans benefits and customer satisfaction.",Department of Veterans Affairs (VA)
173197,Scholarship of up to $1500 available for undergraduate and graduate students seeking a bachelor's or master's degree in science or public health. Students must apply each year. Must be a Native American. See web site for details http://www.indian-affairs.org. Must be seeking an Associates Degree or higher at an accredited school.,Elizabeth and Sherman Asche Memorial Scholarship Fund,"Supports efforts by American Indians and Native Alaskans to preserve their cultures, languages, traditions, sovereignty, constitutional, legal, and human rights, as well as natural resources health, education, economic and community development. Focus on youth/education, language and cultural preservation and sovereignty issues.","Association on American Indian Affairs, Inc."
173198,"Award for a high school junior or senior, or a current college student, who is a Maryland resident and first generation college student. No previous generation (parents or grandparents) may have attended any college/university. Scholarship for use only at a Maryland post-secondary school or medical school. Must be majoring in, or plan to enter, a medical-related field (for example: doctor, nurse, radiologist).","Cynthia E. Morgan Memorial Scholarship Fund, Inc.","CEMS Fund offers an annual $1,000 scholarship to a deserving Maryland resident attending a Maryland university or medical school, and who is majoring in a medical related field. The applicant MUST also be a first-generation college student.",Cynthia E. Morgan Scholarship Fund (CEMS)
173200,Scholarships for students with demonstrated financial need who are from rural areas of Massachusetts and attend public institutions of higher education in Massachusetts. Deadline varies.,Agnes M. Lindsay Scholarship,"The mission of organization is to promote and enhance access to higher education by delivering quality student financial aid information and services to residents of the Commonwealth, and thus ensuring that they have an opportunity to enrich their lives and contribute to the economic development and social progress of the state.",Massachusetts Office of Student Financial Assistance
173201,"Scholarship to reward and inspire student achievement, attract more high-performing students to Massachusetts public higher education, and provide families of college-bound students with financial assistance. Must be a U.S. citizen or an eligible non-citizen. There is no application process for the scholarship. Students who are eligible will be notified in the fall of their senior year in high school.",John and Abigail Adams Scholarship,"The mission of organization is to promote and enhance access to higher education by delivering quality student financial aid information and services to residents of the Commonwealth, and thus ensuring that they have an opportunity to enrich their lives and contribute to the economic development and social progress of the state.",Massachusetts Office of Student Financial Assistance
173202,"Scholarship to recognize achievement and reward Massachusetts students, who have graduated from high school within three years with a GPA of 3.75 and a SAT score of at least 1200, and who also meet the one year residency requirement for tuition classification at the state colleges. This scholarship is awarded directly by the state university, as part of the admissions process. Interested applicants should contact the college directly, however, there is not a specific application for the Tsongas Scholarship. Students are selected and offered the scholarship by the appropriate college staff.",Paul Tsongas Scholarship Program,"The mission of organization is to promote and enhance access to higher education by delivering quality student financial aid information and services to residents of the Commonwealth, and thus ensuring that they have an opportunity to enrich their lives and contribute to the economic development and social progress of the state.",Massachusetts Office of Student Financial Assistance
173203,"Scholarship to provide financial assistance for currently employed early childhood educators and providers who enroll in an associate or bachelor degree program in Early Childhood Education or related programs. Awards are not based on financial need. Individuals taking their first college-level ECE course are eligible for 100 percent tuition, while subsequent ECE courses are awarded at 50 percent tuition. Can be used for one class each semester.",Early Childhood Educators Scholarship Program,"The mission of organization is to promote and enhance access to higher education by delivering quality student financial aid information and services to residents of the Commonwealth, and thus ensuring that they have an opportunity to enrich their lives and contribute to the economic development and social progress of the state.",Massachusetts Office of Student Financial Assistance
173205,"Open to students in the 2nd or 3rd year of an entry-level radiation therapy program. Is a merit-based scholarship awarded on financial need, academic performance, recommendation, and essays.",Elekta Radiation Therapy Scholarship,"This foundation, a tax-exempt 501(c)(3) organization, serves as the philanthropic arm of the American Society of Radiologic Technologists, the world's largest radiologic science association.",ASRT Foundation
173206,Provides financial assistance to Maryland resident U.S. Armed Forces personnel who served in Afghanistan or Iraq Conflicts and their children or spouses who are attending Maryland institutions.,Veterans of the Afghanistan and Iraq Conflicts Scholarship Program,The office administers for students all financial assistance programs funded by the State.,Maryland State Higher Education Commission
173207,Scholarship of $4000 available to students who will be required to major in specific areas and will be obligated to serve in the state of Maryland after completion of degree.,Workforce Shortage Student Assistance Grant Program,The office administers for students all financial assistance programs funded by the State.,Maryland State Higher Education Commission
173211,"Earn an associate degree from the home New Jersey county college as an NJ STARS recipient and graduate with a cumulative GPA of 3.25 or higher. Family income (taxable and untaxed income) must be less than $250,000 as derived from the FAFSA. NJ STARS II students may receive up to $1,250 per semester, paid completely by the State, after all other sources of federal and State grants and scholarships are applied to tuition charges.",New Jersey Student Tuition Assistance Reward Scholarship II,"A comprehensive NJ financial aid state agency provides students and families with the financial and informational resources, grants, scholarships and NJCLASS state sponsored loans to pursue their education beyond high school.",New Jersey Higher Education Student Assistance Authority
173212,Grant available to New Mexico students with financial need who do not qualify for other state grants and scholarships to attend and complete educational programs at a New Mexico public college or university. Student must have unmet need after all other financial aid has been awarded. Student may not be receiving any other state grants or scholarships. Renewable upon satisfactory academic progress.,College Affordability Grant,The organization promotes and coordinates high quality postsecondary education partnerships that are responsive to changing needs and serve all New Mexicans.,New Mexico Commission on Higher Education
173213,Program to provide legal educational loan repayment assistance to individuals providing public service in state or local government or the nonprofit sector in New Mexico to low income or underserved residents.,Public Service Law Loan Repayment Assistance Program,The organization promotes and coordinates high quality postsecondary education partnerships that are responsive to changing needs and serve all New Mexicans.,New Mexico Commission on Higher Education
173214,Awards of $1000 available to exceptional juniors entering the senior year and majoring in modern European history (1815 to present). Must be Phi Alpha Theta members. Based on both financial need and merit.,Phi Alpha Theta Undergraduate Student Scholarship,"A professional society whose mission is to promote the study of history through research, teaching, and the exchange of ideas among historians.","Phi Alpha Theta History Honor Society, Inc."
173216,"Scholarships to degree-seeking, resident, undergraduate students who demonstrate substantial financial need and are enrolled in eligible degree-granting private colleges and universities not eligible under the Florida Private Student Assistance Grant. FSAG is a decentralized program, and each participating institution determines application procedures, deadlines and student eligibility. Number of awards varies. For more details, visit the website at http://www.FloridaStudentFinancialAid.org/SSFAD/home/uamain.htm.",Florida Postsecondary Student Assistance Grant,"The department's mission is to facilitate higher education access and services by providing exemplary customer attention, comprehensive financial aid information, and convenient and efficient products.",Florida State Department of Education
173217,"Need-based grants to Florida resident undergraduate students who are enrolled in state universities and community colleges in Florida and whose parents have not earned baccalaureate degrees. Available state funds are contingent upon matching contributions from private sources on a dollar-for-dollar basis. Institutions determine application procedures, deadlines, and student eligibility. For more details, visit the website at http://www.FloridaStudentFinancialAid.org/SSFAD/home/uamain.htm.",First Generation Matching Grant Program,"The department's mission is to facilitate higher education access and services by providing exemplary customer attention, comprehensive financial aid information, and convenient and efficient products.",Florida State Department of Education
173221,"Scholarship for master's, doctoral and postgraduate students studying law, policy or public administration, and who have a focus or concentration in water resources. Qualified students are selected based not only on scholastic achievement, but also on commitment and motivation to his/her chosen vocation. Applicants must be California residents. Number and dollar amount of scholarship varies.",ACWA Water Law and Policy Scholarship,"Association represents the interests of its members at the state and federal levels, protects the public health through research into water quality and keeps members and other key audiences informed of water issues of statewide and local interest.",Association of California Water Agencies
