ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
182313,,,,Scholarship award available to single parents age 17-25,. High schools seniors must have at least 3.0 GPA and colleg,e students must have at least a 2.5 GPA or GED equivalent. F,or use at Oregon public and nonprofit colleges and universit,,,,,,,,,,,,,,,,,,,,,,Better A Life Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Better A Life Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,X,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ies. Applicants may not already possess a Bachelor's degree.,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,X,,,,X
182314,,,,"Two, one-time $1000 awards are available to students wh",o possess any amateur radio license. Must have a 3.7 GPA or,higher. Aggregate annual income of the family household shou,"ld not exceed $100,000. Must attend an accredited four year",,,,,,,,,,,,,,,,,,,,,,"Bill, W2ONV, and Ann Salerno Memorial Scholarship",,2,,,,1000,,,1,31,,X,,,,,X,,,,,,,,,,,,,,,,,,"Bill, W2ONV, and Ann Salerno Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,college or university.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,X,,
182320,,,,Award is for dependents of eligible employees of Bend G,"arbage &amp; Recycling, Deschutes Recycling, Deschutes Trans","fer, High Country Disposal, and Mid Oregon Recycling. Eligib",le employees must have been employed by one of these compani,,,,,,,,,,,,,,,,,,,,,,Bruce and Karin Bailey Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Bruce and Karin Bailey Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,es two or more years as of the March scholarship deadline. H,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182323,,,,One $1000 award is available to a student with any clas,s of active Amateur Radio license with preference for basic,Morse code capability. Preference for students studying in t,he health and medical fields. Must demonstrate basic Morse C,,,,,,,,,,DH,HM,NU,ON,OP,OT,TH,,,,,,"Carole J. Streeter, KB9JBR, Scholarship",,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Carole J. Streeter, KB9JBR, Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"ode proficiency, be a U.S. citizen, and attend an accredited",,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182325,,,,One $1000 award is available to a student with a Techni,cian class or higher radio license. Must attend a four-year,college or university.,,,,,,,,,,,,,,,,,,,,,,,L.B. Cebik  and Jean Cebik Memorial Scholarship,,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"L.B. Cebik, W4RNL, and Jean Cebik, N4TZP, Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182326,,,,One $1000 award is a available to a student who is an A,rizona resident and who possesses a Technician class or high,er radio license. Must have a cumulative GPA of 3.2 or above,. Graduating high school students will be considered before,,,,,,,,,,,,,,,,,,,,,,Central Arizona DX Association Scholarship,,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Central Arizona DX Association Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,AZ,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,current college students.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182328,,,,Multiple $500 awards are available to students with any,active amateur radio license who are studying at an accredi,"ted two- or four-year college, university, or technical scho",ol. Preference to applicants with documented learning disabi,,,,,,,,,,,,,,,,,,,,,,Challenge Met Scholarship,,,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Challenge Met Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,lities (by physician or school) and indications that applica,X,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182329,,,,Award available to graduates of any high school in Oreg,"on or Clark County, Washington. Applicants must also be resi","dents of either Oregon or Clark County, Washington. Preferen",ce is given to first-generation college attendees. Must atte,,,,,,,,,,HM,NU,,,,,,,,,,,Chester and Helen Luther Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Chester and Helen Luther Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,OR,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"nd a college or university in Oregon or Clark County, Washin",,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,WA,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182330,,,,Award available to dependents of eligible employees or,"former employees of Insitu, Inc. Oregon residency is not req",uired. Recipients must enroll at least half-time in a colleg,e or university in the United States. FAFSA is required.,,,,,,,,,,,,,,,,,,,,,,Children of Insitu Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Children of Insitu Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182331,,,,Up to one $2000 award is available to New York resident,s planning to enroll or currently enrolled at a licensed or,accredited culinary school or wine studies program. Minimum,GPA of 3.0 required.,,,,,,,,,,CU,,,,,,,,,,,,Christian Wolffer Scholarship,,1,,,,2000,,,5,15,,X,,,,,,,,,,,,,,,,,,,,,,,Christian Wolffer Scholarship,,James Beard Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,A not-for-profit organization based in New York City dedica,"ted to celebrating, preserving, and nurturing America's cul",inary heritage and diversity in order to elevate the apprec,iation of the culinary excellence.,,,,,,,,,,,,,,,,,,www.jamesbeard.org/,,,X,,,X
182332,,,,$2000 scholarship will be awarded to an undergraduate i,ndustrial engineering student for the best application of co,"rporate social responsibility, resilience, or sustainability",principals aligned with classic industrial engineering tech,,,,,,,,,,ET,,,,,,,,,,,,CIE Undergraduate Scholarship,,1,,,,2000,,,2,1,,X,X,,,,,,X,X,,,,,,,,,,,,,,,CIE Undergraduate Scholarship,,Institute of Industrial Engineers,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,niques to a project for an enterprise. Interested candidates,,A professional society dedicated solely to the support of t,he industrial engineering profession and individuals involv,ed with improving quality and productivity. IIE is an inter,"national, nonprofit association.",,,,,,,,,,,,,,,,,,www.iienet.org/,,,X,X,,
182333,,,,One-time award available to dislocated workers residing," in Oregon's Fourth Congressional District, which includes p","arts of Benton, Coos, Curry, Douglas, Josephine, Lane, and L","inn counties. Recipients must attend one of Lane, Linn-Bento",,,,,,,,,,,,,,,,,,,,,,Congressman Peter DeFazio Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Congressman Peter DeFazio Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"n, Rogue, Southwestern Oregon or Umpqua Community Colleges a",,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182337,,,,Four $1000 awards are available to students with any ac,tive amateur radio license. Must attend  an accredited four-,year college or university.,,,,,,,,,,,,,,,,,,,,,,,Dayton Amateur Radio Association Scholarships,,4,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Dayton Amateur Radio Association Scholarships,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182338,,,,"One $4,000 scholarship intended to look to the future o",f gardens and their unique place in our environment. Award p,rovides a fellowship to a graduate student for study and res,earch at an institution in the United States. Selection is b,,,,,,,,,,EV,LA,,,,,,,,,,,Douglas Dockery Thomas Fellowship,,1,,,,4000,,,2,1,,X,,,,,,X,,,,,,,,,,,,,,,,,Douglas Dockery Thomas Fellowship in Garden History and Design,,Garden Club of America,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,y a panel appointed by the Landscape Architecture Foundation,,The purpose of The Garden Club of America is to stimulate t,"he knowledge and love of gardening, to share the advantages"," of association by means of educational meetings, conferenc",es and publications.,,,,,,,,,,,,,,,,,,www.gcamerica.org/,,,X,X,,
182339,,,,One $2000 award is available to a graduate student devo,ting his or her studies to using sound science in the safety,assessment of flavors. Minimum 3.0 GPA required. Applicant,must be a student member of IFT at the time of application.,,,,,,,,,,FS,,,,,,,,,,,,Dr. Richard L. Hall Scholarship in Flavor Science,,1,,,,2000,,,2,15,,X,,,,,,,,,,,,,,,,,,,,,,,Dr. Richard L. Hall Scholarship in Flavor Science,,Institute of Food Technologists,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,A nonprofit organization whose mission is to advance the sc,ience and technology of food through the exchange of knowle,dge. Its members represent a broad cross-section of food pr,"ofessions in industry, academia, and government throughout",,,,,,,,,,,,,,,,,,www.ift.org/,,,X,X,,
182343,,,,Awards for students that have experience in vocal perfo,rmance or music education. Must enroll at least half time as,college junior or above for fall term working towards a deg,ree as a vocal performer or music educator. Oregon residency,,,,,,,,,,MC,,,,,,,,,,,,Farrold Stephens Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Farrold Stephens Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,is not required. Semifinalists will be invited to submit a,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182347,,,,One $500 award is available to students who possess a g,eneral class or higher amateur radio license. Must be studyi,"ng electronics, communications, or related fields at a Bache",lor's level. Preference will be given to applicants with a 3,,,,,,,,,,CO,EL,,,,,,,,,,,Fred R. McDaniel Memorial Scholarship,,1,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Fred R. McDaniel Memorial Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,AR,LA,MS,NM,OK,TX,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,.0 GPA or higher who are residents of FCC 5th call district,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182349,,,,One $1000 award available to student who possesses a no,vice class or higher amateur radio license and who is or wil,l be attending a four-year college or university. Must be a,"U.S. citizen and resident of North Carolina, Virginia, West",,,,,,,,,,CE,CH,CV,EL,EN,ER,ET,ME,MT,,,,"Gary Wagner, K3OMI, Scholarship",,1,,,,1000,,,1,31,,X,,,,,X,,,,,,,,,,,,,,,,,,"Gary Wagner, K3OMI, Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,MD,NC,TN,VA,WV,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"Virginia, Maryland, or Tennessee and studying toward a Bache",,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182350,,,,"One or more awards of $4,000 to promote the study of ho","rticulture, conservation, botany, environmental science, and",landscape design relating to the arid landscape. Open to gr,aduate or advanced undergraduate students studying at an acc,,,,,,,,,,AC,EV,HO,LA,NL,,,,,,,,GCA Award in Desert Studies,,1,,,,4000,,,1,15,,X,,,,,,,,,,,,,,,,,,,,,,,GCA Award in Desert Studies,,Garden Club of America,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,redited U.S. university. Preference given to students wishin,,The purpose of The Garden Club of America is to stimulate t,"he knowledge and love of gardening, to share the advantages"," of association by means of educational meetings, conferenc",es and publications.,,,,,,,,,,,,,,,,,,www.gcamerica.org/,,,X,X,,
182356,,,,One $500 award available to a Georgia resident possessi,ng an active amateur radio license. Preference is given to s,"tudents from Gwinnett County, GA or from the state of Georgi",a studying at four-year colleges or universities.,,,,,,,,,,,,,,,,,,,,,,Gwinnett Amateur Radio Society Scholarship,,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Gwinnett Amateur Radio Society Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182357,,,,Available to undergraduate students enrolled in any sch,ool in the United States provided the school's engineering p,rogram is accredited by an agency recognized by IIE and the,student is pursuing a course of study in industrial engineer,,,,,,,,,,ET,,,,,,,,,,,,Harold and Inge Marcus Scholarship,,,,,,,4000,,11,15,,X,X,,,,,,X,X,,,,,,,,,,,,,,,Harold and Inge Marcus Scholarship,,Institute of Industrial Engineers,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,ing. This award is intended to recognize academic excellence,,A professional society dedicated solely to the support of t,he industrial engineering profession and individuals involv,ed with improving quality and productivity. IIE is an inter,"national, nonprofit association.",,,,,,,,,,,,,,,,,,www.iienet.org/,,,X,X,,
182358,,,,At least one $1000 award is available to students locat,"ed within 70 miles of Schenectady, NY. Must possess a genera",l class amateur radio license and pursue a Baccalaureate or,"higher course of study in engineering, sciences, or similar",,,,,,,,,,ER,ET,,,,,,,,,,,"Henry Broughton, K2AE, Memorial Scholarship",,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Henry Broughton, K2AE, Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,field at an accredited four-year college or university.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182365,,,,Award for college junior or above for fall term/semeste,r in undergraduate study in engineering at an Oregon four-ye,"ar nonprofit college or university, Oregon State University",is preferred. Membership in the Sigma Chi fraternity is pref,,,,,,,,,,ET,,,,,,,,,,,,Jeffrey Alan Scoggins Memorial Scholarship,,,,,,,,,3,1,,X,,,,,X,,,,,,,,,,,,,,,,,,Jeffrey Alan Scoggins Memorial Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"erred. May reapply for additional year of funding, which may",,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182367,,,,At least one award for a student pursuing an industrial," engineering degree who, by academic, employment and/or prof","essional achievements, has made noteworthy contributions to",the development of the industrial engineering profession thr,,,,,,,,,,ET,,,,,,,,,,,,John L. Imhoff Scholarship,,1,,,,1000,,,11,15,,X,X,,,,,X,X,X,,,,,,,,,,,,,,,John L. Imhoff Scholarship,,Institute of Industrial Engineers,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ough international understanding. IIE membership is not requ,,A professional society dedicated solely to the support of t,he industrial engineering profession and individuals involv,ed with improving quality and productivity. IIE is an inter,"national, nonprofit association.",,,,,,,,,,,,,,,,,,www.iienet.org/,,,X,X,,
182369,,,,"Scholarship enabling black Americans, conscious of thei","r African descent, to have an opportunity to experience the",richness of African cultures. Available to UNCF students who,have been accepted into a study abroad program in Africa an,,,,,,,,,,,,,,,,,,,,,,Joseph A. Towles African Study Abroad Scholarship,,,,,,,,,11,4,,X,,,,,,X,,,,,,,,,,,,,,,,,Joseph A. Towles African Study Abroad Scholarship,,United Negro College Fund,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,d have a minimum 3.0 GPA.,,Organization provides operating funds and technology enhanc,ement services for thirty-nine member historically black co,"lleges and universities, scholarships and internships for s",tudents at about nine hundred institutions.,,,,,,,,,,,,,,,,,,www.uncf.org/,,,X,X,,
182372,,,,Award available to students studying fine art or graphi,c art at an Oregon nonprofit college or university. Preferen,ce will be given to upper-level undergraduates and MFA stude,nts. Semifinalists may be asked to submit non-returnable sli,,,,,,,,,,AR,GR,,,,,,,,,,,Kirchhoff Family Fine Arts Scholarship,,,,,,,,,3,1,,X,,,,,,,,,,,,,,,,,,,,,,,Kirchhoff Family Fine Arts Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,des or photos of art samples. Recipients may apply for one a,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182374,,,,One $750 award is available to a resident of Louisiana,or a student studying in Louisiana who possesses a technicia,n class or higher amateur radio license. Must be studying at,a four-year college or university and maintain a minimum 3.,,,,,,,,,,,,,,,,,,,,,,Louisiana Memorial Scholarship,,1,,,,750,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Louisiana Memorial Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,0 GPA.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,1,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182375,,,,One-time award available to graduating seniors (includi,ng home-schooled seniors) of Oregon high schools. Minimum GP,A of 2.75 . Award must be used at a four-year public college,or university in the United States. Must submit an essay de,,,,,,,,,,,,,,,,,,,,,,Lynda Pilger Memorial Scholarship,,,,,,,,,3,1,,X,,,,,,X,,,,,,,,,,,,,,,,,Lynda Pilger Memorial Scholarship,,Oregon Student Assistance Commission,,X,,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,scribing work in the area of animal rights or animal welfare,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
