ID,ACNA,EMPNA,ETHNA,NATNA,RELNA,HOBNA,CIVNA,APPPH,APPDRIVE,APPPORTF,GRANT,FELLOW,POSTGRAD,UNIV,AGE_FROM,AGE_TO,CITIZEN0,CITIZEN1,CITIZEN2,CITIZEN3,CITIZEN4,CITIZEN5,AP_SOC,AP_FNAM,AP_INIT,AP_LNAM,AP_TITLE,AP_PHONE,AP_FAX,AP_EMAIL,ADDR1,ADDR2,CITY,ST,ZIPCODE,COUNTRY,FLOAN,USA_Y,USA_N,CAN_Y,CAN_N,FRN_Y,FRN_N,APPRESUME,APPL_OTHER_TEXT,R_911,AWDS_VARIES,AMNT_VARIES,NUMAPP,COMM_SERV,APPL_ONLINE,APPL_ONLINE_URL
172461,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Tonye,,Briscoe,Facilities and Benefits Coordinator,918-301-1035,918-584-5233,tbriscoe@firstchurchtulsa.org,709 South Boston Avenue,,Tulsa,OK,74119,,,X,,,X,,X,,,,,,20,,,
172467,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,,,,Scholarships Coordinator,202-331-7070,,scholarships@lafoundation.org,"1129 20th Street, NW",Suite 202,Washington,DC,20036,,,X,,,X,,X,,,,,,17,,,
172468,,,,,,,,X,,,,,,X,,,,,,,,,,,,,Scholarships Coordinator,202-331-7070,,scholarships@lafoundation.org,"1129 20th Street, NW",Suite 202,Washington,DC,20036,,,X,,X,,X,,,,,,,29,,,
172470,,,,,,,,,,,,,,X,,,,,,,,,Mr.,Ben,,Carter,GLA Scholarship Committee Vice-Chair,706-342-4974,,glascholarship2017@gmail.com,c/o Uncle Remus Regional Library System,1121 East Avenue,Madison,GA,30650,,,X,,X,,X,,,,,,,1,,,
172471,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Sean,,Ireland,Manager,770-454-6776,770-454-6778,sireland@gapress.org,"3066 Mercer University Drive, Suite 200",,Atlanta,GA,30341-4137,,,X,,,X,,X,,,,,,10,,,
172472,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Sean,,Ireland,Manager,770-454-6776,770-454-6778,sireland@gapress.org,"3066 Mercer University Drive, Suite 200",,Atlanta,GA,30341-4137,,,X,,,X,,X,,,,,,10,,,
172473,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Sean,,Ireland,Manager,770-454-6776,770-454-6778,sireland@gapress.org,"3066 Mercer University Drive, Suite 200",,Atlanta,GA,30341-4137,,,X,,,X,,X,,,,,,10,,,
172474,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Sean,,Ireland,Manager,770-454-6776,770-454-6778,sireland@gapress.org,"3066 Mercer University Drive, Suite 200",,Atlanta,GA,30341-4137,,,X,,,X,,X,,,,,,15,,,
172476,,,,,,,,X,,,,,X,X,,,,,,,,,,Michael,,Amoroso,Scholarship Committee Chairman,609-562-0754,609-562-0731,michael.c@us.army.mil,3650 Saylors Pond Road,,Fort Dix,NJ,8640,,,X,,X,,X,,,,,,,,,,
172478,,,,,,,,,,,,,,X,,,,,,,,,Prof.,David,,Dixon,Department of Chemistry and Chemical Engineering,605-394-1235,605-394-1232,david.dixon@sdsmt.edu,South Dakota School of Mines and Technology,501 East Saint Joseph Street,Rapid City,SD,57701,,,X,,X,,X,,,"student chapter name, team contact, list of team members, title of entry, description of chemical reaction/drive system, list of chemicals to be used and estimated quantity needed",,,,,,,
172481,,,,,,,,,,,,,,X,,,,,,,,,,Marvin,,Borgmeyer,Scholarship Committee,225-977-6206,225-977-6396,,PO Box 1607,,Baton Rouge,LA,70821-1607,,,X,,X,,X,,,4 copies of the nomination,,,,,,,
172482,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Christy,,Rich,Executive Administrative Assistant,309-663-0361,,hdqs@illegion.org,2720 East Lincoln Street,,Bloomington,IL,61704,,,X,,,X,,X,,,,,,1,,,
172483,,,,,,,,,,,,X,X,X,,,,,,,,,Dr.,Adam,D.,Blistein,Executive Director,215-898-4975,215-573-7874,scsclassics@sas.upenn.edu,"220 South 40th Street, Suite 201E",University of Pennsylvania,Philadelphia,PA,19104-3512,,,X,,X,,,X,,,,,,12,,X,http://www.classicalstudies.org
172484,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Pamela,,Boswell,Vice President of Program Management,202-496-4803,202-496-2323,pboswell@apta.com,"1666 K Street, NW",,Washington,DC,20006-1215,,,X,,,X,,X,,"verification of enrollment for the fall semester, copy of fee schedule from the college/university",,,,,,,
172485,,,,,,,,,,,,,X,X,,,U.S.,,,,,,Ms,Jacqueline,,Gates,Scholarship Associate,216-464-8015,216-468-8012,Scholarship@fcsla.com,24950 Chagrin Blvd,,Beachwood,OH,44122,,,X,,,X,,X,,,,,,41,,,
172491,,,,,,,,,,,,X,,X,,,,,,,,,,Pamela,,Hudson Veenbaas,Program Manager,202-633-7070,,siofi@si.edu,Office of Fellowships,MRC 902 PO Box 37012,Washington,DC,20013-7012,,,X,,X,,X,,,,,,,,,,
172492,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Brigid,,Tucker,Director of Operations,212-223-4248,212-223-0748,office@standrewsny.org,150 East 55th Street,,New York,NY,10022,,,X,,,X,,X,,,,,,,,,
172496,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Program Manager,607-756-7553,,nysgrange@nysgrange.com,100 Grange Place,,Cortland,NY,13045,,,X,,,X,,X,,,,,,,,,
172497,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Michelle &quot;Mike&quot;,,Widner,Admin. Asst.,614-486-6677,,mwidner@ohionews.org,"1335 Dublin Road, Suite 216B",,Columbus,OH,43215,,,X,,,X,,X,,,,,,,,,
172498,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Liz,,Watson,Scholarship Program Manager,781-736-1500,,scholarship@twoten.org,1466 Main Street,,Waltham,MA,02451-1623,,,X,,,X,,X,,,,,,315,X,,
172500,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Susan,,Dadio,Scholarship Committee,703-838-6531,,dadiosm@bipc.com,"1737 King Street, Suite 500",,Alexandria,VA,23314-2756,,,X,,,X,,X,,,,,,,,,
172502,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Anna,M.,Naranjo,Executive Assistant to the President,301-968-4142,,anaranjo@aacom.org,"5550 Friendship Boulevard, Suite 310",,Chevy Chase,MD,20815-7231,,,X,,,X,,X,,,,,,40,,,
172503,,,,,,,,,,,,,,X,,,,,,,,,,Michele,,Randall,Executive Secretary,212-452-2710,212-452-2710,bsa@bibsocamer.org,"PO Box 1537, Lenox Hill Station",,New York,NY,10021,,,X,,X,,X,,X,documentation regarding the approval of a thesis or dissertation or confirming the date of publication,,,,,,,
172504,,,,,,,,,,,,,X,X,17,24,U.S.,,,,,,,Carolina,,Arenas,Director,212-220-3103,,info@bmifoundation.org,7 World Trade Center,250 Greenwich Street,New York,NY,10007-0030,,,X,,,X,,X,,,,,,,,,
172505,,,,,,,,,,,,,X,X,17,24,,,,,,,Ms.,Samantha,,Cox,Director,212-220-3103,,info@bmifoundation.org,7 World Trade Center,250 Greenwich Street,New York,NY,10007-0030,,,X,,X,,X,,,,,,,,,,
172521,,,,,,,,,,,,,,X,,,U.S.,,,,,,Dr.,Stephen,,Roberson,Scholarship Chairman,703-536-4207,703-536-4203,adminofficer@nsbp.org,6704G Lee Highway,,Arlington,VA,22205,,,X,,,X,,X,,,,,,,,,
172522,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Karin,,Koppen,Program Services Coordinator,414-257-0200,414-257-1225,kkoppen@glhf.org,"638 North 18 Street, Suite 108",,Milwaukee,WI,53233,,,X,,,X,,X,,,,,,,,,
172526,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jennifer,,Covahey,"Associate Program Director, Scholarship Programs",410-783-2905,,jcovahey@collegeboundfoundation.org,300 Water Street,Suite 300,Baltimore,MD,21202,,,X,,,X,,X,,,,,,64,,,
172532,,,,,,,,,,,,,,X,,,,,,,,,,Dotty,,Theriaque,Program Assistant for Scholarships,413-732-2858,413-733-8565,scholar@communityfoundation.org,1500 Main Street,PO Box 15769,Springfield,MA,1115,,,X,,,,,,,,,,,,,,
172533,,,,,,,,,,,,,,X,,,,,,,,,,Dotty,,Theriaque,Program Assistant for Scholarships,413-732-2858,413-733-8565,scholar@communityfoundation.org,1500 Main Street,PO Box 15769,Springfield,MA,1115,,,X,,,,,,,,,,,,,,
172534,,,,,,,,,,,,,,X,,,,Canadian,,,,,,,,,Scholarship Committee,780-427-8640,,scholarships@gov.ab.ca,"9940 106th Street, Fourth Floor, Sterling Place","PO Box 28000, Station Main",Edmonton,AB,T5J 4R4,Canada,,,X,X,,,X,,curriculum vitae,,,,,,,
172535,,,,,,,,,,,,,,X,,,,Canadian,,,,,,,,,Scholarship Committee,780-427-8640,,scholarships@gov.ab.ca,"9940 106th Street, Fourth Floor, Sterling Place","PO Box 28000, Station Main",Edmonton,AB,T5J 4R4,Canada,,,X,X,,,X,,nomination from high school counselors,,,,,,,
172537,,,,,,,,,,,X,,,X,,,,,,,,,,Linda,,Musumeci,Director of Grants and Fellowships,215-440-3429,,LMusumeci@amphilsoc.org,104 South Fifth Street,,Philadelphia,PA,19106-3387,,,X,,X,,X,,,,,,,354,,,
172538,,,,,,,,,,,X,,X,X,,,,,,,,,,Linda,,Musumeci,Director of Grants and Fellowships,215-440-3429,,LMusumeci@amphilsoc.org,104 South Fifth Street,,Philadelphia,PA,19106-3387,,,X,,X,,X,,,,,,,20,,,
172540,,,,,,,,,,,,,,X,,,,,,,,,,Jessica,,Taylor,"Senior Program Manager, Higher Education Programs",301-634-7787,,jtaylor@the-aps.org,9650 Rockville Pike,,Bethesda,MD,20814,,,X,,X,,X,,,,,,,91,,,
172542,,,,,,,,,,,,X,X,X,,,,,,,,,,Jesse,,Winch,Scholarship Administrator,301-493-0290,,scholarships@asprs.org,"5410 Grosvenor Lane, Suite 210",,Bethesda,MD,20814,,,X,,X,,,X,,work sample,,,,,,,
172543,,,,,,,,,,,,,,X,,,,,,,,,,,,,ASCSA Committee on the Summer Sessions,,,ssapplication@ascsa.org,6-8 Charlton Street,,Princeton,NJ,8540,,,X,,X,,X,,,,,,,14,,,
172545,,,,,,,,,,,,X,,X,,,,,,,,,,,,,IAC Coordinator,310-825-1233,310-825-8099,iaccoordinator@gdnet.ucla.edu,1237 Murphy Hall,PO Box 951419,Los Angeles,CA,90095-1419,,,X,,X,,X,,,,,,,,,,
172546,,,,,,,,X,,,,,,X,,,,,,,,,,Nicole,,Aakre-Rubis,Scholarship Chair,,,,16085 Excel Way,,Rosemount,MN,55068,,,X,,X,,X,,,,,,,,,,
172547,,,,,,,,,,,,X,,X,,,U.S.,,,,,,,Cindy,,Simpson,Director of Education,703-684-2833,,csimpson@nspe.org,1420 King Street,,Alexandria,VA,22314-2794,,,X,,,X,,X,X,,,,,,,,
172555,,,,,,,,,,,,,,X,,,,Canadian,,,,,,,,,Scholarship Committee,780-427-8640,,scholarships@gov.ab.ca,"9940 106th Street, Fourth Floor, Sterling Place","PO Box 28000, Station Main",Edmonton,AB,T5J 4R4,Canada,X,,X,X,,,X,,,,,,,,,
172562,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Pam,,McClure,Manager of Administration,614-223-1177,,efo@ohioengineer.com,"400 South Fifth Street, Suite 300",,Columbus,OH,43215,,,X,,,X,,X,,,,,,3,,,
172563,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Pam,,McClure,Manager of Administration,614-223-1177,,efo@ohioengineer.com,"400 South Fifth Street, Suite 300",,Columbus,OH,43215,,,X,,,X,,X,,,,,,49,,,
172568,,,,,,,,,,,,,,X,16,25,,,,,,,Mrs.,Sarah,,Battersby,Scholarships and Donor Services Officer,919-474-8370,,Scholarships@trianglecf.org,"324 Blackwell Street, Suite 1220",,Durham,NC,27701,,,X,,,,,,,,,,,,,,
172570,,,,,,,,,,,,,X,X,,,U.S.,,,,,,,Broadus,,Jamerson,Executive Director,803-765-0680,803-779-6558,scsea@scsea.com,PO Box 8447,,Columbia,SC,29202,,,X,,,X,,X,,,,,,,,,
172572,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Pam,,McClure,Manager of Administration,614-223-1177,,efo@ohioengineer.com,"400 South Fifth Street, Suite 300",,Columbus,OH,43215,,,X,,,X,,X,,,,,,9,,,
172573,,,,,,,,,,,,,X,X,,,U.S.,,,,,,,Rami,,Attebury,"Scholarships, Awards, and Recruitment Committee Chair",,,rattebur@uidaho.edu,,,,,,,,X,,,X,,X,,,,,,,,,
172574,,,,,,,,X,,,,,,,,,U.S.,,,,,,,,,,Scholarship Committee,808-923-0407,808-924-3843,info@hawaiilodging.org,"2270 Kalakaua Avenue, Suite 1506",,Honolulu,HI,96815,,,X,,,X,,X,X,,,,,,,,
172575,,,,,,,,,,,,,,X,,,,,,,,,,,,,,313-425-3300,,foundation@sme.org,One SME Drive,PO Box 930,Dearborn,MI,48121-0930,,,X,,X,,,X,X,2 copies of student statement letter,,,,,,,
172576,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,,313-425-3300,,foundation@sme.org,One SME Drive,PO Box 930,Dearborn,MI,48121-0930,,,X,,,X,,X,X,,,,,,,,
172577,,,,,,,,,,,,,,X,,,,,,,,,,,,,,313-425-3300,,foundation@sme.org,One SME Drive,PO Box 930,Dearborn,MI,48121-0930,,,X,,X,,,X,X,,,,,,,,
172580,,,,,,,,,,,,,,X,18,,U.S.,,,,,,Mr.,John,R.,Douglass,"Associate Director, Foundation",800-443-9353,,jdouglass@aws.org,"8669 NW 36 Street, Suite 130",,Miami,FL,33166,,,X,,,X,,X,,,,,,20,,,
172585,,,,,,,,,,,,,,X,18,,,,,,,,Mr.,John,R.,Douglass,"Associate Director, AWS Foundation",800-443-9353,,jdouglass@aws.org,"8669 NW 36 Street, Suite 130",,Miami,FL,33166,,,X,,X,,,X,,,,,,1,,,
172586,,,,,,,,,,,,X,,X,,,U.S.,,,,,,Mr.,John,R.,Douglass,"Associate Director, Foundation",800-443-9353,,jdouglass@aws.org,"8669 NW 36 Street, Suite 130",,Miami,FL,33166,,,X,,,X,,X,,,,,,12,,,
172588,,,,,,,,,,,,X,,X,,,,,,,,,,Iryna,,Fedoriw,Administrative Assistant,780-492-2972,,cius@ualberta.ca,University of Alberta,430 Pembina Hall,Edmonton,AB,T6G 2H8,Canada,,X,,X,,X,,,,,,,,,,
172590,,,,,,,,,,,X,,,X,,,,,,,,,,Iryna,,Fedoriw,Administrative Assistant,780-492-2972,,cius@ualberta.ca,University of Alberta,430 Pembina Hall,Edmonton,AB,T6G 2H8,Canada,,X,,X,,X,,,,,,,,,,
172592,,,,,,,,,,,,,,X,,,,,,,,,,Donna,L.,Wallace,Scholarships Committee,937-839-4647,937-839-4645,dwallace@wai.org,3647 State Route 503 South,,West Alexandria,OH,45381,,,X,,X,,X,,X,,,,,,,,
172593,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Margaret,,Yaw,"Scholarship Committee, State Chairman",406-587-3621,,,2603 Spring Creek Drive,,Bozeman,MT,59715-3621,,,X,,,X,,X,,,,,,,,,
172594,,,,,,,,,,,,,,,,,,,,,,,,,,,Scholarship Committee,817-877-5551,817-877-0324,,327 South Adams Street,,Fort Worth,TX,76104,,,X,,X,,,X,,,,,,,,,
172595,,,,,,,,,,,,,,X,,,,,,,,,,,,,"Chairman, Scholarship Committee",613-237-9363,,,176 Gloucester Street,Suite 320,Ottawa,ON,K2P 0A6,Canada,,X,,X,,X,,,,,,,,,,
172596,,,,,,,,,,,,,,X,,,,,,,,,,,,,"Chairman, Scholarship Committee",613-237-9363,,services@aic.ca,176 Gloucester Street,Suite 320,Ottawa,ON,K2P 0A6,Canada,,,X,X,,X,,,,,,,,,,
172599,,,,,,,,,,,,,X,X,,,,,,,,,,Jennifer,,Chung,Program Coordinator,415-285-4100,415-285-4103,info@kimbofoundation.org,430 Shotwell Street,,San Francisco,CA,94110,,,,X,,X,X,,,copy of household income tax return,,,,75000,,,
172600,,,,,,,,,,,,,,X,,,U.S.,,,,,,Dr.,Gerldine,,Jenkins,Program Coordinator,202-667-4080,202-667-2574,,Program Coordinator,,Washington,DC,20009,,,X,,,X,,X,,,,,,,,,
172603,,,,,,,,,,,,,X,X,,,,,,,,,,Noam,,Parness,Membership and Fellowships Coordinator,212-817-1958,,clagsfellowships@gmail.com,"365 Fifth Avenue, Room 7115",,New York,NY,10016,,,X,,X,,X,,,,,,,,,,
172604,,,,,,,,,,,,,X,X,,,,,,,,,,Noam,,Parness,Membership and Fellowships Coordinator,212-817-1958,,clagsfellowships@gmail.com,"365 Fifth Avenue, Room 7115",,New York,NY,10016,,,X,,X,,X,,,,,,,,,,
172605,,,,,,,,,,,X,,,X,,,,,,,,,,,,,Research Services Specialist,888-634-7575,317-634-8188,research@stti.iupui.edu,550 West North Street,,Indianapolis,IN,46202,,,X,,X,,X,,X,"proposal, budget plan",,,,,,,
172606,,,,,,,,,,,,,,X,,,,,,,,,,Lori,,Wharrey,"AIST Manager, Board Services",724-814-3044,,lwharrey@aist.org,186 Thorn Hill Road,,Warrendale,PA,15086-7528,,,X,,X,,X,,X,,,,,40,,,
172610,,,,,,,,,,,,,,,,,U.S.,,,,,,Mrs.,Alicia,,Landis,Program Administrator,703-683-1400,,scholars@fra.org,125 North West Street,,Alexandria,VA,22314,,,X,,,X,,X,,,,,,2,X,,
172612,,,,,,,,,,,,,,X,18,,,,,,,,,Justin,,Seiter,Program Coordinator,415-346-2051,,justins@aaja.org,5 Third Street,Suite 1108,San Francisco,CA,94103,,,X,,X,,X,,,,,,,5,,,
172614,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Angela,,Harrison,Program Manager,410-415-5558,410-415-5501,aharrison@central-scholarship.org,6 Park Center Court,Suite 211,Owings Mills,MD,21117,,,X,,,X,,X,,,,,,34,,,
172616,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Angela,,Harrison,Program Manager,410-415-5558,410-415-5501,aharrison@central-scholarship.org,6 Park Center Court,Suite 211,Owings Mills,MD,21117,,,X,,,X,,X,,,,,,45,,,
172619,,,,,,,,,,,,,,,,,,,,,,,,Janet,,Knox,Admin. Assistant,979-245-6644,,aa-srt@son-rep-texas.net,"1717 8th Street, suite 12",,Bay City,TX,77414,,,,,,,,,,,,,,3,,,
172620,,,,,,,,,,,,,,,,,,,,,,,,Janet,,Knox,Administrative Assistant,979-245-6644,,aa-srt@son-rep-texas.net,1717 Eighth Street,,Bay City,TX,77414,,,X,,X,,X,,,,,,,41,,,
172621,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,,,,,10,,,
172622,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,A.,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,abstract,,,,9,,,
172623,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,A.,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,abstract,,,,10,,,
172624,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,A.,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,extended abstract,,,,15,,,
172626,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,A.,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,abstract,,,,10,,,
172627,,,,,,,,,,,,,,X,,,,,,,,,,Barbara,A.,Semeraro,"Area Manager, Membership",217-693-4804,217-693-4849,awards@aocs.org,AOCS,PO Box 17190,Urbana,IL,61803,,,X,,X,,X,,,extended abstract,,,,5,,,
172628,,,,,,,,,,,,,X,X,,,U.S.,,,,,,Mr.,Gordon,,Rovins,Director of Special Programs,212-769-7801,,scholars@lighthouseguild.org,250 West 64th Street,,New York,NY,10023,,,X,,,X,,X,,,,,,100,X,,
172630,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Linda,,Borton,Executive Director,419-523-5300,,lborton@ohfarmersunion.org,PO Box 363,,Ottawa,OH,45875,,,X,,,X,,X,,,,,,2,,,
172631,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Linda,,Borton,Executive Director,419-523-5300,,lborton@ohfarmersunion.org,PO Box 363,,Ottawa,OH,45875,,,X,,,X,,X,,,,,,,,,
172633,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Deshuandra,,Walker,Senior Manager of Scholarship Programs,713-955-1073,202-448-1017,deshuandra.walker@tmcf.org,1770 Saint James Place Suite 414,,Houston,TX,77056,,,X,,,X,,X,,,,,,,X,,
172637,,,,,,,,,,,,,,X,,,,,,,,,,Don,,McCue,Director,909-798-7632,,archives@akspl.org,125 West Vine Street,,Redlands,CA,92373,,,X,,X,,X,,,,,,,76,,,
172639,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,9,,,
172640,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,11,,,
172641,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,4,,,
172643,,,,,,,,,,,,,,X,,,,Canadian,,,,,,Victoria,,Thibeau,Loan Remission and Management Unit,250-387-6100,,victoria.thibeau@gov.bc.ca,"Station Prov Government, First Floor",PO Box 9173,Victoria,BC,V8W 9H7,Canada,,,X,X,,,X,,,,,,,X,,
172644,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,17,,,
172646,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,7,,,
172647,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,12,,,
172648,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,12,,,
172649,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Anna,Sophocles,Hadgis,Scholarship Chairman,610-613-4310,,www.hucphiladelphia.org,PO Box 42199,,Philadelphia,PA,19101-2199,,,X,,,X,,X,,,,,,,,,
172653,,,,,,,,X,,,,,X,X,,,U.S.,,,,,,,Sarah,,Walsh,,312-335-4133,312-335-4134,educationtrust@appraisalinstitute.org,200 West Madison,Suite 1500,Chicago,IL,60607,,,X,,,X,,X,X,,,,,,,,
172655,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Benjamin,,Ricchio,Scholarship Coordinator,866-967-5492,,peap@walgreens.com,102 Wilmot Road,,Deerfield,IL,60015,,,X,,,X,,X,,,,,,,,,
172656,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Benjamin,,Ricchio,Scholarship Coordinator,866-967-5492,,peap@walgreens.com,102 Wilmot Road,,Deerfield,IL,60015,,,X,,,X,,X,,,,,,,,,
172657,,,,,,,,,,,,,,X,,,,,,,,,,,,,Scholarship Director,561-741-7751,,info@wmdsquiresfoundation.org,PO Box 2940,,Jupiter,FL,33468,,,X,,,,,,,,,,,650,,,
172659,,,,,,,,,,,,,,X,,,,Canadian,,,,,,,,,"Research Training Portfolio, SSHRC",613-947-7777,,fellowships@sshrc-crsh.gc.ca,350 Albert Street,,Ottawa,ON,K1R 1B1,Canada,,,X,X,,,X,,,,,,,,,
172665,,,,,,,,,,,X,,X,X,,,,,,,,,,Sue,,Elliott,,,,Selliott@gia.edu,82 Washington Street,Suite 203A,Poughkeepsie,NY,12601,,,X,,X,,X,,,,,,,,,,
172668,,,,,,,,,X,,,,,X,,,U.S.,,,,,,,Laura,,Fisher,Office Coordinator,916-447-8541,916-447-8394,info@cla-net.org,"717 20th Street, Suite 200",,Sacramento,CA,95814,,,X,,,X,,X,X,,,,,,,,
172671,,,,,,,,,,,,,,,,18,U.S.,,,,,,,Carol,,Wilson,"Manager, Music Matters!",713-238-1449,713-224-0453,e&o@houstonsymphony.org,"615 Louisiana Street, Suite 102",,Houston,TX,77002,,,X,,,X,,X,,CD,,,,20,,,
172673,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Michelle,,Poinelli,"SVP, Foundation Programs",202-289-3139,,scholarships@ahlef.org,"1250 Eye Street, NW, Suite 1100",,Washington,DC,20005,,,X,,,X,,X,,,,,,,,,
172674,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Kelsey,,Allagood,Foundation Manager,202-289-3139,202-289-3199,scholarships@ahlef.org,"1201 New York Avenue, NW, Suite 600",,Washington,DC,20005-3197,,,X,,,X,,X,X,,,,,129,,,
172679,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Roger,,Noordhoek,Senior Director of Youth Marketing,800-514-BOWL,,contactus@ibcyouth.com,621 Six Flags Drive,,Arlington,TX,76011,,,X,,,X,,X,,,,,,40,,,
172680,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Roger,,Noordhoek,Senior Director of Youth Marketing,800-514-BOWL,,contactus@ibcyouth.com,621 Six Flags Drive,,Arlington,TX,76011,,,X,,,X,,X,,,,,,92,,,
172681,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Award Committee,201-634-1870,201-634-1871,admin@aiplef.org,"485 Kinderkamack Road, Second Floor",,Oradell,NJ,7649,,,X,,,X,,X,,"nomination letter by the dean or faculty member, one-page summary of achievements",,,,,,,
172682,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Roger,,Noordhoek,Senior Director of Youth Marketing,800-514-BOWL,,contactus@ibcyouth.com,621 Six Flags Drive,,Arlington,TX,76011,,,X,,,X,,X,,,,,,55,,,
172683,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Roger,,Noordhoek,Senior Director of Youth Marketing,800-514-BOWL,,contactus@ibcyouth.com,621 Six Flags Drive,,Arlington,TX,76011,,,X,,,X,,X,,,,,,15,,,
172684,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Meghan,A.,Cunningham,DAG,202-433-8596,,meghan.cunningham@navy.mil,Naval History and Heritage Command,"805 Kidder Breese St., SE",Washington,DC,20374-5060,,,X,,,X,,X,,,,,,7,,,
172698,,,,,,,,,,,,X,,X,,,,,,,,,Mr.,David,,Harkness,Director of Constituent Services,609-737-1902,609-737-2743,david.harkness@electrochem.org,"65 South Main Street, Building D",,Pennington,NJ,08534-2839,,,X,,X,,X,,X,abstract,,,,35,,,
